"","MEblue","MEdarkturquoise","MEdarkgrey","MEblack","MEtan","MEyellow","MEbrown","MEcyan","MEpink","MEroyalblue","MEorange","MEturquoise","MEdarkred","MEgreenyellow","MEgreen","MEmidnightblue","MEdarkgreen","MEsalmon"
"D02A1",0.0370578252854607,0.0411303975359368,0.0737346295283588,-0.0124467279692864,0.0181762947328248,-0.00152323794862329,0.00202949595736129,0.00997299037554828,-0.0173479188831877,0.0103582867310079,-0.0606864926759031,-0.0313061689304095,0.0191741293978744,-0.0332931791972234,-0.0462393263181179,-0.0265807572195346,-0.0738531837787544,-0.0256366945037005
"D02A2",0.0466975361707097,0.010978075417772,0.0356928261994869,0.0276203742406959,0.0422002465446134,0.0317419545548728,0.00620394628564496,-0.0292049897068016,0.00741360735856411,0.0536070250749554,-0.0269473490023961,-0.0356534120910664,0.085846190256432,0.0201582830977735,0.00356854272573953,-0.102492380006391,-0.0401475558772654,0.0601207112331051
"D02A3",-0.0956007978033505,-0.0467092896822785,-0.10613844795538,0.0516963056926336,-0.0125690585074553,0.0161697918036985,0.0144566405341481,-0.0414591515500695,-0.0295431243496521,-0.0253820333026398,-0.030834845015535,0.188899827241628,-0.0392609428291626,-0.0553109046833901,-0.0474244466301221,-0.0821686241943637,0.0227731914479921,0.130848332995967
"D02A4",-0.105747384251732,-0.0245075572318421,-0.117129510096668,-0.0467897597162946,-0.0586885127708142,-0.0183306004636353,0.0270051555863738,0.039404602946946,-0.0200314088336922,-0.00463222735698353,-0.0113030319656981,0.190864470058485,0.0203088594695522,0.0831399986187775,0.0533130001307708,0.0788154959953472,-0.012479153053298,-0.0752495259191744
"D02A5",0.0265655494044424,0.00159779617770944,-0.0514063013774966,0.131215395569745,0.0130142932938051,-0.043903144731556,-0.0348821177936074,-0.107082311386586,-0.0187825275943339,-0.0747142535396225,-0.0202821955223531,-0.0338193188194924,-0.0067390626401789,0.040539646210692,0.0777177618019419,0.0669427933622427,-0.0540424944011879,-0.0940760453331376
"D02A6",0.0358983424967595,-0.0145429952478338,-0.123750563418982,-0.0965803617435516,-0.0870975991989139,0.0825541150509419,-0.0103514910422974,0.00149059721321789,0.0888562565411373,0.128437819672489,0.328254626505157,-0.0379119379532739,-0.112544873061249,-0.109794453622141,0.0134545854543505,0.00242322400823623,0.0189646277388339,-0.020333741680493
"D03A1",0.0530847133286178,0.094824050436477,-0.0234965165852304,-0.0783336421102691,-0.0352675808309971,0.0339670956364257,-0.00463646720454317,0.0536319381256171,-0.0194621757090732,-0.0403885455899651,-0.040469899720799,-0.0271569007997247,-0.117349498770175,-0.0535152799292674,-0.0133993799160332,0.0174120552831988,-0.0180343399472955,0.0629122862988659
"D03A2",0.0420566635601877,-0.0479326866965587,0.124608904694058,-0.036926418828539,0.0159114387476111,-0.0141455603711366,0.0168793804835547,-0.0140665854858904,0.0861687258172629,0.10737074082679,-0.0500270486171388,-0.0327905574724732,-0.125157889969091,-0.13688228966538,-0.125524165445073,-0.140309058936442,-0.0643079005876179,0.114784307399289
"D03A3",0.0387065438013264,0.0948220162359156,-0.00555957025526634,0.0787925362478992,0.0291264311241343,-0.048133642364461,-0.022125063484239,-0.105616461902613,0.0165064249842643,-0.113946648560154,-0.0339806607299073,-0.0283691012782619,0.0207958702017685,0.0823379462758956,-0.0717396279117168,-0.0422211600092686,-0.0474366361527278,0.0989317859288115
"D03A4",-0.144521156389539,-0.034633392445931,-0.227538863666575,-0.0390483456354075,-0.0738589190598988,-0.0744420526841645,0.0253365280037879,-0.00845378251204939,0.0325586983439815,0.015402334015341,-0.0250010384029027,0.204588844120525,-0.061642265623852,-0.00980224151486802,0.0261703966754135,0.00844017588156465,-0.0327083955286107,0.060948411527897
