"source_gene","target_gene","correlation","module"
"Dapma7bEVm000660","Dapma7bEVm000894",0.250784727091514,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm001221",0.30152948587824,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm001221",0.311357080824664,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm001221",0.30236536905218,"greenyellow"
"Dapma7bEVm000894","Dapma7bEVm001221",0.277569612969119,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm001221",0.31486831348662,"greenyellow"
"Dapma7bEVm001184","Dapma7bEVm001221",0.267532325620923,"greenyellow"
"Dapma7bEVm001208","Dapma7bEVm001221",0.274731482645934,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001240",0.261700229505706,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm001344",0.272291023834916,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm001344",0.259756299711544,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm001344",0.258988614455452,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm001344",0.271039962622955,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001344",0.281386318888504,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001467",0.30562441934383,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm001467",0.272348355517793,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm001502",0.26286099228109,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm001502",0.255714151863057,"greenyellow"
"Dapma7bEVm000894","Dapma7bEVm001502",0.258641797680201,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm001502",0.258927950028373,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001502",0.259199725154007,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001592",0.322859799407154,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm001592",0.276763511093356,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm001592",0.264712527090638,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm001641",0.252556364180868,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002020",0.261266049690404,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002244",0.320794395273821,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002244",0.279345336761037,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002244",0.252208106591161,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm002284",0.272490102231955,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm002284",0.297087103459765,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm002284",0.277493417037037,"greenyellow"
"Dapma7bEVm000894","Dapma7bEVm002284",0.265747103440351,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm002284",0.292467944390799,"greenyellow"
"Dapma7bEVm001208","Dapma7bEVm002284",0.254808061855738,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002284",0.300317758814464,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002284",0.266835056866481,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm002284",0.282660051300148,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm002284",0.30297788891917,"greenyellow"
"Dapma7bEVm002020","Dapma7bEVm002284",0.255668382036484,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm002284",0.293142977706635,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002299",0.295205522893279,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002299",0.261758638068808,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002299",0.268232961586382,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002309",0.270619825328164,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002309",0.26433913699014,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002309",0.26295116011119,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm002396",0.257157578419312,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm002396",0.25765115714728,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002396",0.259805304847753,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm002396",0.253800563841183,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm002396",0.265352852198902,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm002396",0.26254426211535,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002396",0.256124730851043,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm002396",0.250923309040367,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002410",0.331216398279148,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002410",0.282868389421124,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002410",0.259687165019241,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002410",0.310386049224045,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm002410",0.274509332756979,"greenyellow"
"Dapma7bEVm001184","Dapma7bEVm002439",0.251600007198444,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002439",0.293413960809443,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002439",0.270341642654909,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002439",0.285198375825657,"greenyellow"
"Dapma7bEVm002309","Dapma7bEVm002439",0.250517172494693,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002508",0.321041583893078,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002508",0.282205427034528,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002508",0.253530266001643,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002508",0.294117714848024,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm002508",0.266215292520102,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002675",0.281468278748068,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002675",0.255213701673163,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002675",0.253300669991547,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002709",0.275931364969597,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002709",0.259467865447359,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002816",0.266327710220413,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002862",0.28501081322927,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002862",0.257526848563519,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002862",0.263231611493636,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002882",0.292250481223282,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002882",0.269678536191671,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002882",0.257378859871455,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm002903",0.27293326502548,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm002903",0.267384853622131,"greenyellow"
"Dapma7bEVm000894","Dapma7bEVm002903",0.263370294742109,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm002903",0.267547713195831,"greenyellow"
"Dapma7bEVm001208","Dapma7bEVm002903",0.250980489622353,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002903",0.299078355976446,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002903",0.266862867191632,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm002903",0.251728000844506,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm002903",0.276980562554577,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm002903",0.270694074135416,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002903",0.274630500459016,"greenyellow"
"Dapma7bEVm002309","Dapma7bEVm002903",0.252396829021271,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm002903",0.25114564322981,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm002903",0.282344539026626,"greenyellow"
"Dapma7bEVm002439","Dapma7bEVm002903",0.271869597085048,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm002903",0.268163028046067,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm002906",0.258854707695267,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm002906",0.298737009584449,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm002906",0.255338490961141,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm002906",0.258562191047639,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm002906",0.272872877857225,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm002906",0.266202430139312,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm003377",0.265551026502227,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm003377",0.256489428963918,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm003377",0.254495085409662,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm003377",0.263625758962559,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003377",0.280624195286828,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm003377",0.262859220261431,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm003377",0.266820279285348,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm003377",0.28179397990995,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003377",0.262465651672101,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm003377",0.263887886058689,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm003377",0.280273337370743,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm003377",0.279714751953641,"greenyellow"
"Dapma7bEVm002709","Dapma7bEVm003377",0.261606477059498,"greenyellow"
"Dapma7bEVm002862","Dapma7bEVm003377",0.252567516467642,"greenyellow"
"Dapma7bEVm002882","Dapma7bEVm003377",0.268372398093877,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003377",0.264002569677101,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003379",0.298778763639282,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003379",0.270676897606604,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003379",0.27102237492267,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm003379",0.252940626997028,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm003379",0.266118976978623,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003413",0.288545703790076,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003413",0.28103368727598,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003413",0.254512824744465,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003421",0.282508346688574,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003421",0.269119271154436,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003421",0.256211803010087,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm003426",0.253188531105424,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm003426",0.25428244366815,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm003426",0.267687260451543,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003426",0.297751549190328,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003426",0.254621063635961,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm003426",0.256880157569311,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm003426",0.277177471308532,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003426",0.282996353439998,"greenyellow"
"Dapma7bEVm002309","Dapma7bEVm003426",0.266595749039377,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm003426",0.250139924563797,"greenyellow"
"Dapma7bEVm002439","Dapma7bEVm003426",0.264694162027009,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003426",0.261844964803808,"greenyellow"
"Dapma7bEVm002906","Dapma7bEVm003426",0.262710035463906,"greenyellow"
"Dapma7bEVm003421","Dapma7bEVm003426",0.263094524679997,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003428",0.262812371392294,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003434",0.321117943523153,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003434",0.294252877117817,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003434",0.285323397206825,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm003434",0.268356675522407,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm003434",0.255298753619394,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003434",0.256550976339542,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm003434",0.29233181098152,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm003476",0.253558307758653,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003476",0.269730803812493,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm003476",0.251383897585115,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm003476",0.263565297808921,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003476",0.25070327423887,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm003476",0.252079190287623,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm003476",0.262222842318985,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm003476",0.263121425246147,"greenyellow"
"Dapma7bEVm002709","Dapma7bEVm003476",0.253117272701339,"greenyellow"
"Dapma7bEVm002882","Dapma7bEVm003476",0.259062590951117,"greenyellow"
"Dapma7bEVm003379","Dapma7bEVm003476",0.256588156631426,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm003476",0.282696721643021,"greenyellow"
"Dapma7bEVm000894","Dapma7bEVm003799",0.250922772147034,"greenyellow"
"Dapma7bEVm001184","Dapma7bEVm003799",0.253272798033111,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003799",0.31076492626539,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003799",0.268747975635566,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm003799",0.266996202638576,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003799",0.287205175109282,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm003799",0.252925495208188,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003799",0.27645597483132,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm003799",0.267101498941854,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm003901",0.26206423589241,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003901",0.30102280269578,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003901",0.271421997592914,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm003901",0.262424186601821,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm003901",0.274430946877847,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003901",0.275486810902308,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm003901",0.254502873590887,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm003901",0.268228018473509,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm003901",0.254401163660652,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm003901",0.264372781257674,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm003901",0.260200389701911,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm003901",0.254415655787622,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003930",0.286452271037092,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003930",0.273197931206327,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm003930",0.251588659742539,"greenyellow"
"Dapma7bEVm003426","Dapma7bEVm003930",0.254725554134028,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm003938",0.276175050295139,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm003938",0.252124289157491,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm003938",0.25451166959621,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm004272",0.253228483598801,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004272",0.280207401528504,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm004272",0.268684313503828,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm004272",0.255686643634331,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm004272",0.262071852784373,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm004272",0.253283204361221,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm004272",0.25849133667975,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm004272",0.272693429792963,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm004272",0.263731909798224,"greenyellow"
"Dapma7bEVm002882","Dapma7bEVm004272",0.250095658615528,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm004272",0.25092607217278,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm004272",0.268372669508755,"greenyellow"
"Dapma7bEVm003379","Dapma7bEVm004272",0.254620007220628,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm004272",0.278560909011987,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm004272",0.265084572672498,"greenyellow"
"Dapma7bEVm003901","Dapma7bEVm004272",0.252496427583504,"greenyellow"
"Dapma7bEVm000542","Dapma7bEVm004284",0.259871718685285,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004284",0.279692211386924,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm004284",0.253035556537022,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm004284",0.250937483399578,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm004284",0.272198914988854,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm004284",0.263870662478752,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm004284",0.274347306546892,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm004284",0.275518612630523,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm004284",0.270651366432416,"greenyellow"
"Dapma7bEVm002709","Dapma7bEVm004284",0.260549943578449,"greenyellow"
"Dapma7bEVm002862","Dapma7bEVm004284",0.257726974001151,"greenyellow"
"Dapma7bEVm002882","Dapma7bEVm004284",0.263977314263158,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm004284",0.258585075066262,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm004284",0.25282999270811,"greenyellow"
"Dapma7bEVm003379","Dapma7bEVm004284",0.267773846028551,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm004284",0.293892771834523,"greenyellow"
"Dapma7bEVm003901","Dapma7bEVm004284",0.260009502932433,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm004284",0.279860678661938,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004301",0.276118791677703,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm004301",0.255659290151961,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm004301",0.266083359044502,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm004301",0.25347030669894,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004449",0.260137307827232,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004467",0.275458270684726,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm004467",0.252247979839584,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm004467",0.250342838407834,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm004760",0.254957921429166,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm004760",0.306247016637081,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm004760",0.28431550587122,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm004760",0.297845726136636,"greenyellow"
"Dapma7bEVm002439","Dapma7bEVm004760",0.262551015469897,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm004760",0.281757808541251,"greenyellow"
"Dapma7bEVm003426","Dapma7bEVm004760",0.265982329809235,"greenyellow"
"Dapma7bEVm003799","Dapma7bEVm004760",0.267707504164627,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm005129",0.268850029600298,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm005129",0.252336667642923,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm005129",0.262877099677414,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005129",0.296415571843955,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005129",0.267833481381244,"greenyellow"
"Dapma7bEVm001467","Dapma7bEVm005129",0.25405950893382,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm005129",0.270763487244626,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm005129",0.274423036995671,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005129",0.270938391271082,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm005129",0.253054688432456,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm005129",0.281781256918734,"greenyellow"
"Dapma7bEVm002439","Dapma7bEVm005129",0.256430426305406,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm005129",0.268850384022776,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm005129",0.253775458961682,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm005129",0.266325311099424,"greenyellow"
"Dapma7bEVm003413","Dapma7bEVm005129",0.25006951931685,"greenyellow"
"Dapma7bEVm003426","Dapma7bEVm005129",0.251029254501926,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm005129",0.262661457421916,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm005129",0.25572273509245,"greenyellow"
"Dapma7bEVm003799","Dapma7bEVm005129",0.266117635495991,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm005129",0.252229720277561,"greenyellow"
"Dapma7bEVm004284","Dapma7bEVm005129",0.267246298338878,"greenyellow"
"Dapma7bEVm004760","Dapma7bEVm005129",0.272521250727884,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005361",0.310068754197128,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005361",0.271832962852905,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm005361",0.25088904102613,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005361",0.286631012147759,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm005361",0.260629490119647,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm005361",0.259027197215688,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm005361",0.267005812042179,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm005361",0.252222149163086,"greenyellow"
"Dapma7bEVm003901","Dapma7bEVm005361",0.256425410464018,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm005361",0.256500866038099,"greenyellow"
"Dapma7bEVm004284","Dapma7bEVm005361",0.260462604171995,"greenyellow"
"Dapma7bEVm005129","Dapma7bEVm005361",0.259113869933375,"greenyellow"
"Dapma7bEVm000660","Dapma7bEVm005367",0.26891584263856,"greenyellow"
"Dapma7bEVm001184","Dapma7bEVm005367",0.257873920643728,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005367",0.328515922972958,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005367",0.273387129762245,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm005367",0.280669141908958,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm005367",0.254389636999215,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005367",0.30964109544864,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm005367",0.263993676381745,"greenyellow"
"Dapma7bEVm002439","Dapma7bEVm005367",0.252776024096397,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm005367",0.255064761104453,"greenyellow"
"Dapma7bEVm002675","Dapma7bEVm005367",0.254115224155073,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm005367",0.288843218208191,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm005367",0.265771152731547,"greenyellow"
"Dapma7bEVm003426","Dapma7bEVm005367",0.291611571124812,"greenyellow"
"Dapma7bEVm003799","Dapma7bEVm005367",0.257682587544084,"greenyellow"
"Dapma7bEVm003901","Dapma7bEVm005367",0.27038441015257,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm005367",0.252675119099877,"greenyellow"
"Dapma7bEVm005129","Dapma7bEVm005367",0.278269496618789,"greenyellow"
"Dapma7bEVm005361","Dapma7bEVm005367",0.253983399434434,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005606",0.324372063482674,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005606",0.282290812727378,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005606",0.293805871702526,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm005606",0.250566293594655,"greenyellow"
"Dapma7bEVm002396","Dapma7bEVm005606",0.263445264445621,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm005606",0.26732807402814,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm005606",0.284212008329791,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm005606",0.256380026123623,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm005606",0.26783982530371,"greenyellow"
"Dapma7bEVm003901","Dapma7bEVm005606",0.255065969623108,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm005606",0.273729112693723,"greenyellow"
"Dapma7bEVm004284","Dapma7bEVm005606",0.284728161309602,"greenyellow"
"Dapma7bEVm005129","Dapma7bEVm005606",0.273675640891772,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005616",0.288210688728341,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005616",0.266316540560053,"greenyellow"
"Dapma7bEVm002244","Dapma7bEVm005616",0.258050779024261,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005616",0.258458862344854,"greenyellow"
"Dapma7bEVm002299","Dapma7bEVm005616",0.256578035381782,"greenyellow"
"Dapma7bEVm002410","Dapma7bEVm005616",0.267356648925811,"greenyellow"
"Dapma7bEVm002508","Dapma7bEVm005616",0.256351825798031,"greenyellow"
"Dapma7bEVm003377","Dapma7bEVm005616",0.267521675825026,"greenyellow"
"Dapma7bEVm003434","Dapma7bEVm005616",0.265424308869101,"greenyellow"
"Dapma7bEVm003476","Dapma7bEVm005616",0.261721995728568,"greenyellow"
"Dapma7bEVm004272","Dapma7bEVm005616",0.260087840161623,"greenyellow"
"Dapma7bEVm004284","Dapma7bEVm005616",0.284094548183119,"greenyellow"
"Dapma7bEVm005606","Dapma7bEVm005616",0.273263717392465,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005704",0.262871932887015,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005704",0.26387078249574,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005766",0.268360220508448,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005774",0.291164272055136,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005774",0.25452928575547,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm005774",0.251627039214977,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005774",0.269873299354418,"greenyellow"
"Dapma7bEVm002309","Dapma7bEVm005774",0.250814082230799,"greenyellow"
"Dapma7bEVm002903","Dapma7bEVm005774",0.256053775336565,"greenyellow"
"Dapma7bEVm004760","Dapma7bEVm005774",0.254938929620284,"greenyellow"
"Dapma7bEVm005367","Dapma7bEVm005774",0.267317550400185,"greenyellow"
"Dapma7bEVm000553","Dapma7bEVm005787",0.251176004814241,"greenyellow"
"Dapma7bEVm001169","Dapma7bEVm005787",0.260219571793604,"greenyellow"
"Dapma7bEVm001221","Dapma7bEVm005787",0.311306429622361,"greenyellow"
"Dapma7bEVm001344","Dapma7bEVm005787",0.269854042377798,"greenyellow"
"Dapma7bEVm001502","Dapma7bEVm005787",0.257312304030814,"greenyellow"
"Dapma7bEVm001592","Dapma7bEVm005787",0.265814949125942,"greenyellow"
"Dapma7bEVm002284","Dapma7bEVm005787",0.288085859120547,"greenyellow"
