,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
130_8887058,130.8887058,10.01171491,10.19756204,9.605981566,9.020634859,10.06495974,9.547089665,10.26760447,9.61297965,9.623411654,9.883925366,10.19915621,9.304378419,9.492260862,8.911260841,9.676454491,9.110829785,9.886891156,10.05478835,10.30668707,10.24900911,10.31284195,10.59153637,10.51564924,10.04469921,10.43186646,10.25735595,9.778988908,10.25413024,9.230556611,10.08134369,10.38318559,10.27586155,9.905537362,9.743170308,10.29099245,9.893044601,9.672176041,10.50453867,9.352925124,9.444296469,10.63661782,9.659034823,9.77254233,9.990744144,9.941521712,10.27248484,10.59193416,8.926485274,10.28144676,10.28927594,10.3977409,9.969159472,10.56702933,10.15504225,10.72839318,10.25391551,10.49188355,10.63828832,10.49094725,10.6883431,9.783243898,10.03515762,10.17584675,9.021555221,9.703296232,10.25850161,10.09007276,10.30676832,9.946379736,10.15428501,9.962200868,9.939486057,9.364559144,10.18305654,9.39548699,9.019927804,10.59536263,10.49690301,10.29629144,10.23470452,10.74146868,9.792750982,9.63829182,9.002355668,10.35004854,10.44525165,8.95252747,9.064056815,9.788929054,9.518021765,10.70575758,10.09223015,10.08140074,9.274773969,9.587027984,10.5450982,10.48164415,10.02374539,8.764103719,10.26485662,8.882424323,10.07402345,10.33575007,9.998032114,10.28278063,9.929131583,9.498553302,9.532380917,9.683846981,10.07696833,10.16524913,10.13859212,9.883817533,10.79630046,10.12032706,10.13060814,10.7231424,9.78966327,10.11777587,10.49382496,9.288308819,10.17458609,9.763602124,9.923802291,10.20122768,9.03396291,10.70526202,10.07907346,10.49340331,9.932733324,9.714667547,9.497829823,9.571354224,9.508408187,9.346316009,10.24190698,9.378146135,9.551707256,9.925046793,9.259900645,10.09957097,11.04579211,9.21322536,9.750865452,9.854135448,10.24082159,10.51510901,9.34754237,10.13285581
131_0375136,131.0375136,9.400509814,10.82439308,9.089336518,9.299784019,8.695723589,9.361689278,10.27567078,10.3616138,9.410586674,9.772941776,11.69570543,9.994881725,9.258512086,9.108390113,9.3433037,8.864532962,9.448260085,10.59105498,10.23305596,10.81534939,10.28769983,10.37329362,10.47014385,10.98798434,9.326704839,10.27973068,10.22672864,9.19082844,10.31896073,9.63437082,10.40069237,9.873399584,9.512685788,10.27548483,10.74588029,9.634139231,9.403684302,10.69750031,10.22065676,10.44945187,10.48635676,10.18481875,10.51571952,9.679182661,10.21534165,10.3992309,10.47196299,10.06882029,9.324729355,10.1873023,9.708941734,9.151003937,12.691049,10.49966294,10.71767995,10.52788464,10.56596282,10.57709012,9.673696079,10.37884602,9.565917247,8.704190312,9.750080273,10.85688543,9.11462512,10.65037915,9.896140514,10.38182358,10.17490406,9.292110283,11.27486773,9.069137589,9.510515113,10.67309189,9.796148613,8.616868945,9.65137851,10.2716729,9.927502228,10.47240573,9.836718829,9.957512399,10.13673405,10.25392578,8.86955524,8.906538579,9.906767639,8.81265836,9.370405797,9.73954794,10.40061501,10.46652066,10.22130183,9.527464516,10.29645793,11.03461496,9.745215175,9.674604749,9.317635812,9.001607621,9.641774508,10.00065123,11.31373987,10.50448978,9.799778448,10.85523543,9.480319156,9.960810349,10.31530349,9.971181882,9.516889325,10.62616479,9.947717696,10.40369902,10.34881578,10.44652318,10.88856739,9.107724121,9.968442575,12.18094028,11.57078121,10.35714351,10.2517167,10.27584298,10.48603457,11.05866738,10.6682835,10.23095019,9.819227774,10.07610826,10.44828839,11.43504543,10.67561243,10.06765153,8.819041698,9.564338392,10.35918329,10.65242616,10.49926766,10.63685591,9.880742145,10.92278426,9.376692489,9.803651841,11.12232562,10.47334146,10.51849658,10.36903999,10.66953402
131_0535392,131.0535392,9.296360515,9.248530501,9.256773853,9.324352049,9.145383518,9.761610673,9.057713512,9.120554878,9.155457364,9.433468097,9.018620667,9.288476545,9.180277879,9.456976532,9.206788382,9.436934113,8.973733915,9.048686161,9.472098502,9.151869582,9.178908703,9.197374506,9.441576027,8.872324817,9.105589194,9.334081226,9.187486502,9.13386172,8.866742342,9.193106894,9.310722335,9.49602811,9.114558736,9.252192202,9.304246432,9.008359459,9.398551197,9.215818913,9.173442545,9.240759293,9.079102032,9.252674297,9.054887403,9.44069626,9.11857878,9.556534914,9.264664658,9.299235223,9.537005207,9.147030546,9.275765302,9.81655448,9.232301948,9.166252913,9.338841173,9.340488391,9.130387963,9.155537275,9.328896069,9.429794833,10.160083,8.915651943,9.195810686,9.50956721,9.426390824,9.083832101,9.308637785,9.268935407,9.368753325,9.883475662,9.021464313,9.655362468,8.931527477,9.322637191,9.144041614,9.57609124,9.638130207,9.804511284,9.393802319,9.702874004,9.433467137,9.123572639,9.755795494,9.411711574,9.347901841,9.391067084,9.864389007,9.6791502,9.71551008,9.720310495,9.409831094,9.043736412,9.324313863,9.495504994,9.365777092,9.102350665,9.455077754,9.265912079,9.337985447,9.227759285,9.235362313,9.214231727,8.805714616,9.315613507,9.801968443,9.09831459,9.516071743,9.283168631,9.19478592,9.236167563,9.236857635,8.785664047,9.40881364,9.529276623,9.353005597,9.040596232,9.288114516,9.536928783,9.443900819,9.222237691,9.438912857,9.92946089,9.050384897,9.391147669,9.678057579,9.271753908,9.374468089,9.534452843,9.14552818,9.289770561,10.82410597,9.319830368,9.059238864,9.629380076,9.401601213,9.302572965,9.178745316,9.302990365,9.3737072,9.19004617,9.458037158,8.814992991,9.360035224,9.220037181,9.426547346,9.364875586,9.146479822,9.06665552,9.232826127
131_1011454,131.1011454,9.599441905,9.725817347,10.12980053,9.97593702,9.886053537,10.08623492,9.564382091,9.599340772,9.892943164,10.08703803,9.608511543,10.04598921,9.9121973,9.904122298,9.446572592,10.13670202,9.865537003,9.338104042,9.834127812,9.338798873,9.674298899,9.475992063,9.73505167,9.635427993,9.519279944,9.841083932,9.78793086,9.581640359,9.885837293,9.59268991,9.457361762,10.07455956,9.777250027,9.914453286,9.474022996,9.645530484,9.763861628,9.725821254,9.541491306,9.963574293,9.423931446,9.650475114,9.594131593,9.787996127,9.350909732,9.926680153,9.826548447,10.01652208,10.0765644,9.452053499,9.626309316,10.24463463,9.542858209,9.62150952,9.867451124,9.712130426,9.757839564,9.582003313,9.578149829,10.01161006,10.17706083,9.282669998,9.612024071,10.03083389,9.767694644,9.450071628,9.757853296,9.6536346,9.658127992,10.16016239,9.708629679,9.963272275,9.565709555,9.716486841,9.752639387,10.2543826,10.1866201,10.00292798,9.768166443,10.12465176,9.725492084,9.648116803,10.03084211,10.16479285,9.750936341,9.546761361,10.16245926,9.956470473,10.10140499,9.896499169,9.727283694,9.613712698,9.707939462,9.985762061,9.610822919,9.284807784,9.938973289,9.749877512,9.984117231,9.695408884,10.15635214,9.475092821,9.401366297,9.737596275,10.00254878,9.568627204,9.953310621,9.900865899,9.571583899,9.664222104,9.494935518,9.379380373,9.718008668,9.768305392,9.635424899,9.680520125,9.594701888,10.09018643,9.713214259,9.985539488,9.938076334,10.12076288,9.585566161,9.70827172,10.10555432,9.896643326,9.760441546,9.523530754,9.521941682,9.567040416,9.627584256,10.0392533,9.727653053,9.787606019,10.096936,9.750976443,9.874244674,9.537288334,9.21147857,9.739739833,9.778497152,9.051701703,9.808030154,9.423357187,9.551145697,9.831235761,9.605830547,10.06201056,9.510162434
131_1294198,131.1294198,9.215901375,8.585169546,9.395841494,9.191123138,9.04395226,9.165986418,9.329068976,8.978908716,9.174701408,8.98958803,8.762942527,9.181268609,8.85055998,8.978367307,8.747741642,9.687131205,9.018061998,9.8072003,8.776325596,8.644752426,8.494690649,8.63853172,8.690300011,8.556933824,8.528006913,8.891738922,8.703708829,8.505811289,8.881767324,8.705050723,8.767580566,8.883858365,8.988890701,9.235142341,8.481875975,8.746302945,8.720861751,8.667353425,9.000559232,8.787215935,8.76584069,8.966038772,8.800149228,9.054936815,8.656725793,8.682325889,8.938857102,9.066591907,8.987636688,8.727680031,8.661775215,9.21097248,8.977660034,8.608409637,8.689306981,8.734149845,8.712474191,9.223113203,8.656953326,9.093815632,8.868303137,8.62337682,8.67902003,9.220664983,9.04435741,8.75698675,8.652381841,8.605695547,9.055243298,9.028999927,8.697974854,9.044575842,8.635244696,8.867997404,12.1731152,9.394423374,9.052019237,8.856180382,8.689192387,8.578464215,8.956223468,8.759801258,8.861245462,9.958053984,9.116571826,11.41550898,9.249282852,9.303224837,9.375700457,9.564150139,8.696454459,8.600651166,8.692466768,9.194007187,8.653042513,8.966754897,9.144691476,9.068147606,9.869000895,8.905650973,9.990138144,8.570416859,8.838436016,8.611959459,8.805995968,9.344107277,9.110193034,8.773591092,8.808932069,8.606405836,9.125695242,8.771226168,8.621067212,8.705009456,8.746600597,8.572259702,8.638910059,9.075774712,8.970499673,8.946680619,8.767264341,8.853894675,8.742808258,8.77307072,9.060185201,8.887457741,8.584464279,8.550351272,8.849515717,8.997156032,9.985894798,9.007989447,9.597571497,8.714474067,9.142518605,8.648172391,8.853158951,8.747837708,8.822696278,8.635553772,9.500125825,8.668747938,8.778381551,8.966146887,8.746765957,9.110549757,8.670085488,8.727451786,8.768021101
131_9971155,131.9971155,9.141345933,9.087683682,9.192801341,9.295239696,9.130255965,9.442867453,8.903481317,9.021815292,8.735960936,9.097904433,8.792427445,8.586315476,8.970964746,8.885060464,9.036487463,8.751742047,8.63825048,9.015853805,8.857230111,8.751034432,8.798757765,8.639010955,8.719253998,9.157107162,8.866069437,8.672442245,8.718615405,8.657369041,8.741013922,9.145651821,9.268693381,9.021312885,8.779734679,8.598053138,9.313925682,8.654727953,8.939328243,8.944240454,9.448514094,8.917600977,9.120117351,8.905415992,8.950219383,9.255679742,9.104502266,8.795142982,8.616992361,8.749503691,8.705007507,8.606544457,8.836604342,8.710528456,8.757929894,9.045806938,8.816169982,8.890702078,8.803214033,8.834465783,8.893585123,8.860668738,8.714711903,9.084021851,8.975728874,8.678534861,8.639151452,9.369208391,9.009167578,8.964193002,8.823359009,8.759635719,8.623928402,8.645636069,9.063478323,9.093591262,9.057803498,8.429814704,8.778198956,8.648580258,9.569454312,8.573570468,8.786458658,8.827337095,8.705139556,8.894367529,9.177475234,8.960324662,8.789822258,8.964801267,8.75656488,10.62078949,8.860924076,8.958332927,8.566592498,9.134153273,8.82459362,9.038628993,8.632171303,9.080565283,8.637905168,8.928329951,8.560185933,9.069425179,8.81609723,8.852850072,8.622257398,9.036950076,8.732944159,8.640368259,8.931111694,8.999749851,8.830123927,8.893565665,8.737423939,8.88252926,9.341933002,8.755040095,8.902306446,8.548383261,9.14361074,8.650340747,8.818838598,8.511149463,8.78953713,9.204954483,8.900542813,9.398547198,9.062764365,8.95704468,8.881047617,9.073815522,10.82410597,8.932466229,9.197920194,8.84191336,8.865127754,8.888665733,9.12840997,8.752447366,9.871315678,8.760079102,8.685303104,8.788916988,8.939861608,8.787502882,8.901375968,8.821946358,9.066601431,9.087005629,9.375386794
132_0200253,132.0200253,8.896396973,9.360511277,8.807651527,8.597542659,8.617928183,8.895111422,9.971600085,9.312934692,9.127709318,10.19436861,9.141482554,8.98222836,8.530247826,8.835335393,8.667419153,8.5122454,9.357660151,9.709417419,9.448259995,9.622320527,9.40962194,9.520229303,9.244436179,9.724942225,8.935205068,9.607763112,9.643494035,9.063587903,9.252783179,8.767175578,9.73054736,9.967582319,8.918237267,9.525502841,9.708363507,8.774571425,8.700569686,9.279481046,9.47796622,9.194091152,9.751088527,9.656221065,9.428763916,9.291941295,9.476414977,9.906400687,9.626903633,9.361891471,9.108715217,9.343658961,9.276444719,9.137575374,9.584252305,9.828617104,9.950183407,9.579590157,9.862826336,9.496979707,9.264037074,8.601500569,8.900627498,8.871168226,8.882602443,8.739398913,8.439434482,10.07214504,9.35106171,9.311664658,9.684236493,9.408766738,9.668876155,8.885523714,8.776602144,8.515987458,8.623877009,8.5142423,9.326245861,9.794995797,9.666489132,10.06648062,9.218835013,9.045882237,9.238533334,8.45507695,8.694041823,8.477576841,9.210584888,8.653831016,9.221007338,9.07472069,9.392690514,9.654676865,9.330027571,9.395455249,9.509033624,8.600709864,9.088196777,8.837994333,8.575723705,8.659945909,8.687269136,9.321365968,9.657597866,9.404618183,9.606119736,9.768441233,9.094629114,9.39702486,9.449306997,9.173775544,9.147764913,9.97260708,9.03168152,9.831684437,9.716846485,9.543902281,9.926962543,8.624166053,9.531889694,9.544680881,8.742641848,9.920354707,9.699182173,9.006706551,10.00111566,8.832891593,10.06838555,9.611222849,9.23208813,8.987838589,9.852726141,9.488450121,9.753767155,9.492533763,8.556990067,9.02011273,10.03812934,9.786169677,10.44781616,9.546562377,9.349824135,9.704231886,9.756950123,9.570750854,9.638408286,9.831603595,9.475225468,8.772357622,9.834189904
132_0213201,132.0213201,10.45729452,9.371645682,9.592679815,10.3003177,9.54486882,9.689188089,9.566177901,9.22428283,9.976883237,9.136229674,9.42481843,10.11413532,8.906908258,10.9889215,9.850347065,10.00813441,9.388558569,9.18818185,9.289440679,9.484752681,9.625174379,9.094425708,9.005392132,9.635848,9.728497957,9.795447177,9.72120567,9.451915977,9.628048151,10.15877959,9.842261674,9.635139885,9.262659039,9.955021868,9.672100439,9.289491568,10.28771971,9.308230386,9.357749463,9.664843541,9.351433292,10.042587,9.887841496,10.07718076,9.88757729,9.270753419,9.027311474,10.41447027,9.201903528,9.576150291,9.775249645,9.801173661,8.82044311,9.761424955,9.033192197,9.509432376,8.929941604,9.49781898,9.57009544,9.725134549,9.363942799,9.429254436,10.30568993,9.851459919,9.914904235,9.473153816,9.992906077,9.554513102,9.889911597,9.372042525,9.289873897,9.530965038,9.310708262,9.632764942,10.31781411,10.07048364,10.05066038,9.30476664,9.953617533,9.231350429,9.520921438,9.803594421,9.057312684,10.37958542,10.06745753,9.859514516,9.211922618,10.06998466,10.04558364,9.547066243,9.632444256,9.804925872,9.438910654,9.615103002,9.529743404,9.149695475,9.886733444,10.22740126,10.45249625,9.723208922,9.469688351,9.616731689,9.432403872,9.022726843,9.389710619,10.03158349,10.40060445,9.561346506,9.898092683,9.818496188,9.745441704,9.56703137,9.561043356,8.74099422,9.976830175,8.860165193,8.848508604,9.572314995,9.841954413,9.180976001,9.419999701,9.54809865,9.847623835,10.31259547,10.0169704,9.511254652,9.539181563,9.62508075,9.541381691,8.880882904,9.777891375,9.361459248,9.931155785,9.895756303,10.54812548,9.503854566,10.2064867,9.459315478,9.778718403,9.706305493,9.20320954,8.861184975,10.38706863,9.480243898,9.752586168,9.442980987,9.550985153,8.931463046,9.970591104
132_0273403,132.0273403,9.603342047,9.723918007,9.15930901,9.568915137,9.057266478,8.779162856,9.075440347,9.312552044,9.418274265,9.141094071,9.077855339,8.607493595,9.131617265,9.386612257,10.19457533,8.955929193,9.207410072,9.644762116,9.11353337,9.293039658,9.786674375,9.53956102,8.754097131,9.54354884,9.505886886,8.536691146,9.51493136,9.301586441,8.89557973,9.827023943,9.70848444,9.103068203,8.854225931,8.735259676,9.450445383,9.286352832,9.50921858,8.873443178,9.059724664,8.514218084,9.171855816,9.741179665,9.27589192,8.78740671,9.687539953,8.906190573,8.982945396,9.25874867,9.043560339,9.273142718,9.408957873,9.094192523,9.61356511,9.405179636,8.675944283,8.716142297,8.867257908,9.127919671,9.443218912,8.797637122,9.417124799,9.426483343,9.797498698,8.882264283,8.76222567,9.533237157,9.524920367,9.646042931,9.341179506,8.963271911,9.39172529,8.510769358,9.415254084,9.471682308,9.451113606,9.017920266,9.281028224,9.066294628,9.668163094,8.824103912,9.441639593,8.862037184,8.716834083,8.601082787,9.913419639,9.7715752,9.355116818,9.309916627,9.280417445,9.037262336,8.722627206,9.466008868,9.07083804,8.909997205,9.675052412,9.555780111,9.234748419,9.632733268,8.514686593,9.317473052,8.770928973,9.566305386,9.212985059,9.807558601,8.980741674,8.995742356,8.579576936,9.133921935,9.639329531,9.314611941,9.065598602,9.499251318,9.293112165,8.702427223,9.228187191,8.968454202,9.060666599,8.663689389,8.65620705,8.967933505,9.313128379,9.011555594,9.300892814,9.448484087,8.775562931,8.946059842,9.251201298,8.828169059,8.575994814,8.908531836,10.82410597,8.914928142,9.280617188,9.813120446,8.586905068,8.544173975,9.304790729,8.937038278,9.733828188,9.004881454,9.205567224,9.427183232,9.610496106,9.50362662,9.690491086,9.577374797,9.572989918,8.607059533,9.841510675
133_0061113,133.0061113,8.619959239,8.457484001,9.266604739,8.348067104,8.618654111,9.966457064,10.07121546,10.07357744,10.381671,10.41072437,8.685934421,9.703512753,8.609564847,9.898785355,8.85719681,10.26127214,9.831682143,8.800596402,10.08879567,8.53497417,8.788621734,8.541822417,9.92269808,8.566127956,9.322179494,9.851172516,8.592896067,8.975849691,9.513497721,8.631055727,8.705182468,10.34722931,9.052718276,9.71580737,8.595580067,9.274631866,9.064066223,9.788587332,10.74796497,9.195916875,8.646594898,8.594775577,9.396185593,8.613877938,8.596721163,10.114485,9.828260106,10.30178132,10.42675964,8.770694475,8.374389685,10.32835177,8.736684805,8.614566876,10.04104518,8.46431942,9.628240417,8.633159164,9.284921302,9.667742755,10.371869,9.399680772,8.632662426,9.968259364,8.38072712,10.21075447,8.325053716,8.719580364,9.112527089,10.41805787,8.764270854,10.03522623,8.75687928,8.410623644,9.000125098,10.37168094,10.27571971,10.33701923,8.876531489,10.51000623,8.802930615,8.923895462,10.01115573,9.571937118,9.161466709,8.596969314,9.709439004,8.574535894,10.25018949,9.702164606,8.529982229,8.653115005,9.152991428,10.36311175,9.797455109,8.961162097,10.13860079,8.782228463,10.18179521,8.41706504,9.311244538,8.816467742,8.757297328,8.627815986,10.18954824,10.2185152,10.36578824,9.65748963,8.530619789,9.075257798,8.662383456,9.072677229,8.366820296,9.934897705,8.858308713,9.550556608,8.634175807,9.644205873,8.505023319,9.672774663,8.447239265,10.29145239,8.67921877,8.395328368,10.22518851,9.611448167,10.23544297,8.671882576,9.261924789,9.738037545,10.41311257,9.771478613,8.598172954,8.549826584,9.991108428,9.302635399,9.723676556,10.34676984,11.97166216,10.09741807,9.874169496,8.927534409,9.943565428,8.994415216,8.830767942,8.760983796,9.133987415,8.835139314,8.558189594
133_0168014,133.0168014,9.023417235,9.642420623,8.756023223,8.710459551,8.762280185,8.850349784,9.749003335,9.444369052,9.481618495,10.32219863,9.20945621,9.188027091,8.785383465,9.242601556,8.734393876,8.651869821,9.70289554,9.878891398,9.726885601,9.751000984,9.651597459,9.594404744,9.547097415,9.893095983,9.081933252,9.792619216,9.672706531,9.065109301,9.279060036,8.964788026,9.883223761,10.07475579,8.966796824,9.72747387,9.851377677,8.765953791,8.87790547,9.429789016,9.73159371,9.50772781,9.82271902,9.752333334,9.501325031,9.371279838,9.551116281,10.04899651,9.834704907,9.378130572,9.288252825,9.42640343,9.246383598,9.572643655,9.700307702,9.984922844,10.18304142,9.718740483,10.04568276,9.675926431,9.317298482,8.621067693,9.129921304,8.935542812,9.015093741,8.778705023,8.6753345,10.18973046,9.567193576,9.52906603,9.829802998,9.569691722,9.706440381,9.061777267,8.887715686,8.496157507,8.798319974,8.637766583,9.617187374,9.893478805,9.883734329,10.2714224,9.393411661,9.194538384,9.369767729,8.837739775,8.736318222,8.634411233,9.144291816,8.594016491,9.342389526,9.612305808,9.475851486,9.8739497,9.482781334,9.624783076,9.617389569,8.585601928,9.230636854,8.850068606,8.68071061,8.640041141,8.66886855,9.547910828,9.823506128,9.621326565,9.689744075,9.941302053,9.307279303,9.532216632,9.732294006,9.01475656,9.348498729,10.05630413,9.166652727,10.11296967,9.812493718,9.654828427,10.11809168,9.061098821,9.682864069,9.749143137,9.079320151,10.03132284,9.530031824,9.127568787,10.19092733,9.05524147,10.33638045,9.720321937,9.160550698,9.145788833,10.32435672,9.55680808,9.910528184,9.528468491,8.579222591,9.216193125,10.13405961,9.980661572,10.65898529,9.607119527,9.650200534,9.731699759,9.990068175,9.699269644,9.846419207,9.90726944,9.614450866,9.079345333,9.998476199
133_0174965,133.0174965,8.940145764,9.421239612,12.30072369,11.60812647,8.736354979,11.17954551,13.19218708,9.091925681,8.680970887,8.610957685,9.540071674,8.970716343,8.979339775,9.084482566,10.85970132,8.60668794,8.592466015,9.509967832,9.61837212,9.334327296,9.582467031,9.04396265,9.387630788,9.292257561,9.382473341,11.55008287,8.778378608,8.529416302,9.115766077,9.335460674,8.880687673,9.425302098,9.079588166,8.937487711,9.165707888,8.827230333,8.826851427,9.07039507,8.504156246,9.208326521,9.065178624,11.23643818,9.122751422,8.588083415,9.330469467,9.415660536,9.350067152,9.542173377,9.347845303,8.713753996,8.83334856,8.663056164,10.25423273,9.229068732,8.933565986,8.767458357,9.048627496,8.939393119,8.416282782,9.728693831,9.052643069,9.344723832,9.213362997,9.420212088,9.317271791,9.092261945,9.040348081,9.430708532,9.862673068,8.814164489,9.741535131,9.198416,9.233430652,9.05101198,9.297196857,8.980126626,9.248096093,9.521668396,8.556302919,9.484643385,9.199435577,9.156740426,9.173729046,9.17824196,8.647014953,8.783701118,11.54688937,8.356141468,9.281261992,13.48858109,8.723160283,9.50110829,9.214124567,8.462291139,9.425769755,9.49202904,9.133493465,9.258181459,9.152764558,8.822992076,9.010170819,9.272098081,9.443837111,9.88743245,8.686063583,9.224555683,8.446660335,9.017281927,9.106761047,12.27045334,9.290213461,11.36261226,9.249019077,9.154080415,8.999603032,9.070985227,9.441869404,8.797438465,8.602320216,9.621723866,9.522324359,9.276148069,12.16610914,9.301186573,9.175443542,9.418731958,9.475749053,9.221943546,9.12976708,8.682540349,13.55502369,9.894522482,8.985732328,9.11155478,8.467340895,8.883694939,9.125058459,8.947756661,9.708937247,9.474053373,9.200468573,9.661727292,9.126510218,9.156288415,9.543646017,9.21680188,9.192208544,10.05085999,9.486700803
133_0320948,133.0320948,10.0364567,10.26198873,10.42311202,10.47653689,10.11698411,9.997139121,9.982425086,10.12023758,10.18818594,10.6216415,10.61797362,10.47095421,10.69507864,10.21874416,9.744712246,9.906469983,10.46458305,9.805816196,10.57997512,9.941164919,10.33048707,10.36402512,10.10900797,10.38505738,10.02089747,10.16065262,10.26603428,10.14845239,9.948668841,10.27961465,10.04811178,10.38952517,10.65508286,10.38608745,10.2265137,10.40861508,10.44266367,10.41844168,10.3049646,10.38313304,10.15604435,10.2494758,10.18172996,10.31969397,10.03981774,9.947649269,10.19458843,10.33012229,10.35096852,10.10099232,10.16270187,10.54493723,10.35969284,10.31056691,9.803586342,10.66119463,10.7310131,10.12060331,10.25329811,10.59192991,10.18357463,9.633486528,10.18526119,10.24910806,9.855762087,10.10413032,10.15698812,10.23433404,9.987048319,10.51950037,10.24688959,10.20134529,10.06408985,10.62087254,10.44747616,10.45535164,9.815736579,10.3665131,10.32250745,10.15483051,10.33373181,10.36285042,10.78613881,10.83380683,9.696026352,9.795936616,10.40557363,9.555347976,10.0862986,10.18196237,10.47445862,10.21896454,10.43872528,10.42075297,10.26023499,9.970547894,9.866195676,9.986202344,10.50670603,10.40027136,11.2144429,10.25492107,10.08181864,10.08303217,10.29370273,10.33815425,10.44337211,10.43574847,9.75915395,10.16991893,10.12729653,10.07196241,10.4896803,10.19370653,10.22519977,10.33971636,10.4045779,10.76872876,10.08962224,10.67697925,10.65920577,10.03407083,9.902828707,10.52994531,9.89302843,10.65234411,9.844606551,10.41653398,10.42733642,9.96025057,10.46386857,10.72029263,10.40343047,9.819670505,10.77428854,10.60118745,10.39636804,9.690585081,10.27923874,10.27809878,11.78091383,9.641424243,10.43984819,11.01094785,10.06652506,10.28996313,10.40111991,10.5081764,10.08585485
133_9683206,133.9683206,9.497978323,9.820541375,9.556328399,8.992593882,9.005921133,9.771074497,10.46462398,10.0077086,8.810361466,9.598897264,9.892255994,9.13096495,9.538513241,9.111168836,9.559302953,9.339328468,8.645568076,9.83880078,10.38873494,9.726333234,9.729803208,10.07129281,10.85574451,9.67230044,9.534010908,10.6662759,9.509648577,9.201970462,9.342922152,9.781153308,9.373178474,10.1168376,9.384595371,9.545553837,9.891827506,9.679724425,9.066154944,10.5095509,9.34427158,9.492800999,10.17584033,9.232527244,9.381767801,9.701856755,9.508495465,10.69778619,10.69546378,9.132522371,9.030464192,9.309314769,9.670545736,10.15945764,10.08287026,9.836055148,10.65981295,8.346889244,10.59130996,9.785322904,9.47076445,10.77766817,11.0064145,9.147198598,9.640914632,9.322414441,9.332723453,9.985400387,9.97319059,9.78723758,9.075329192,10.07091606,9.644532579,10.76166379,9.121949537,9.87917305,9.305175486,8.648703779,10.98152547,11.08441285,9.461321069,11.06891651,9.920677517,9.431056585,10.0019091,8.945281653,9.377207559,9.287162402,9.194923672,8.633756744,10.63873347,10.03071767,8.481055075,9.895168938,9.927241499,9.23206502,9.5573372,10.15760503,10.94759891,9.466193274,8.921769919,9.062426077,8.90015768,9.865489383,9.804131337,9.619170712,10.25004209,9.725178711,9.133543106,8.935763402,9.388022461,9.843555677,9.023633007,9.680049872,9.558756926,11.34525547,9.688522077,10.00971828,10.22064072,9.197071636,9.355464699,10.66412397,9.108242759,10.93702513,9.445567538,9.61555455,10.81355729,9.112444022,11.08094238,9.326466608,9.312739705,9.373212912,9.62209425,9.59075603,9.331083344,9.517888867,8.647279333,9.627888393,9.369259593,9.381932895,10.34028754,9.290891446,9.109627979,10.46998003,8.814087717,9.333839878,9.622872104,10.13151848,10.05773823,9.365793594,9.890530119
