,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
241_0617191,241.0617191,9.886218208,10.02133476,10.09557488,9.977702543,10.0546181,9.168606916,8.971420171,9.448092086,9.466561678,9.458739376,9.753808004,9.821442137,9.481739003,9.44940474,9.726927744,9.30345397,9.331723341,9.320199112,9.136548789,9.631180897,9.732566125,9.661448258,8.981698585,9.79931477,9.841694129,9.07813787,9.793848242,9.513373057,9.38199066,9.900607525,9.717620261,9.274870085,9.80324958,9.497370601,9.764345589,9.682203001,10.0700181,9.292764376,9.681330662,9.642550033,9.821196661,9.837242386,9.960777946,9.918661623,9.846037831,9.047917005,9.153954371,9.474943918,9.126275884,9.801610355,9.825620805,9.191111678,9.177434775,9.772284968,9.292804385,9.644173626,9.215219488,9.753512531,9.753928404,9.458997522,9.003872373,9.508050458,10.0043891,9.203386291,9.848605546,9.567039124,9.858941516,9.633900642,9.722622771,9.261977213,9.615343915,9.181308328,9.968763824,9.918699617,10.11457914,9.564214357,9.438215976,8.953783034,10.02105002,8.834537263,9.80939181,9.681373777,9.239478607,10.00063946,10.07361147,9.907625181,9.496023688,9.813694952,9.223003659,9.009114397,9.714873502,9.600318477,9.568376086,9.351901483,9.321187025,10.01838932,9.272441649,10.00482833,9.80443591,10.05091957,9.825036205,9.657090623,9.647541889,9.416655037,8.972635178,9.414303414,9.507773098,9.373790518,9.778983658,9.692408204,9.652400622,9.632273335,9.686901413,8.781492334,9.918160981,9.451661685,9.38834611,9.688766555,9.680356333,9.341370463,9.657856835,8.838861281,9.697406001,10.04390534,9.152924667,9.480356659,9.031373374,9.430597135,9.685943959,9.306284026,9.25397783,9.323426041,9.903337723,9.695611232,9.864683883,9.656871992,9.716492912,9.129504307,9.642345752,9.417514321,9.098288096,9.165913243,9.62710049,9.258984451,9.470941913,9.556184578,9.685510017,9.296513994,9.706868896
241_0803321,241.0803321,9.156707879,8.928936484,9.91750007,9.419091662,9.219466867,9.295953539,8.829749757,9.27768563,8.755101659,9.489876216,8.924662374,9.191288039,9.289876374,9.357378465,8.46939808,9.170529999,9.397819504,8.771304856,9.061932197,8.87424247,8.582951822,8.808370363,8.684659996,8.895683475,9.089903079,9.38802248,8.783825175,8.924781369,9.097361935,9.197425927,8.807055175,9.220505032,9.013987968,8.949308109,8.856485708,9.371584129,9.352115289,9.141627214,9.401401756,9.070028409,8.875794348,9.008511714,8.947776899,8.899655671,8.797363828,8.896203959,8.871514743,9.16135919,9.25776253,8.793800418,8.784776554,9.413675416,8.71858356,8.715265588,8.952254929,8.792908485,8.983961863,8.640056499,8.909467986,8.910973269,9.269121289,8.778836014,9.075575745,9.305841852,9.095859262,8.852338268,9.110270933,8.753565379,8.970567847,9.176232533,8.991948546,9.259490235,8.960026716,9.392424643,9.393479116,9.672617178,9.066209285,9.004648409,8.880343847,9.119933745,8.997849892,9.197144848,9.192013278,9.424774256,8.800899843,8.686753256,9.056848834,9.126860044,9.691610684,9.342123623,8.669136785,8.805784091,9.141695659,9.188627717,9.02634559,8.845866243,9.138051318,8.793688984,9.571357385,9.174949797,9.711321608,8.754801234,8.780726702,9.108356659,9.019774302,8.779161897,9.074597662,9.044745978,8.816419678,9.243288376,8.983327444,8.836200717,9.058385396,8.966704306,8.871014541,8.656723038,8.758188885,9.194016839,8.64381547,8.918731223,9.167018513,9.228182073,8.735769221,9.210476867,9.040551341,9.430034717,9.149409095,8.996789534,8.984305865,9.108477039,8.804671749,9.204414078,8.922319781,9.066494696,9.293720397,9.19131681,9.05334962,8.637194848,9.050535746,8.985463282,10.80084607,8.675497313,9.135658164,8.835238921,8.746235294,8.829450448,8.810878812,9.334613684,8.696655133
241_0844712,241.0844712,9.363771291,9.012334957,9.052380539,8.977369323,9.237850493,9.98954615,9.266363901,10.93723236,9.407852511,9.050046097,9.066716013,9.708018748,10.63169897,10.00827057,9.211101006,10.30589868,9.467322555,9.220656486,9.397261834,9.120572691,8.62135396,8.69208484,9.840888246,8.764643234,8.608546509,9.535415766,8.976089381,8.988501881,9.949720543,8.794426836,8.649078456,9.103647906,9.26971754,9.178734911,8.707519324,9.138655843,8.858654144,9.166065402,10.3150865,9.10450594,8.830157734,8.699387417,9.243673313,8.820713807,8.911376202,9.382145496,9.404188886,9.761702685,9.366405785,8.629835879,8.568574717,9.418432572,8.624177787,8.578967983,9.428581916,8.410093731,9.483612922,8.848277479,8.605917098,9.802890373,9.68880632,9.768776671,9.229763487,9.948838686,9.03054376,8.776755843,8.694582286,9.010004413,8.646966872,9.494917013,8.792269951,9.447306909,9.994992551,8.79932823,9.307996147,9.416029678,9.581001185,9.326879562,8.956626969,9.088310839,8.664740653,9.278548754,9.748425051,9.711529077,9.01281151,9.53101324,9.647971208,9.153326326,9.582866487,9.49286989,8.685350945,9.043387107,9.173400589,9.066003189,9.178273434,9.026125779,9.637721832,9.37904543,9.778414987,9.002659594,9.78946995,9.434123934,8.858503474,9.155520137,9.28865091,9.093927954,9.678729223,10.84386549,8.805385857,8.709605995,9.111009512,8.886428803,8.860575061,9.101335042,8.77005392,9.365673693,8.63094609,9.300453742,8.713581852,9.524657784,9.462479573,9.322792411,9.132673114,9.231457423,9.284937916,9.690714688,9.228744594,8.730635862,8.751755054,9.365688583,9.085453633,9.843658727,9.174536,8.95179131,9.244106077,8.998497742,9.540228539,9.2088426,9.180680297,9.520720368,10.41615201,8.680185607,9.142395024,9.965000254,9.067225907,8.779280381,8.779555523,9.69441964,8.747593898
241_0929886,241.0929886,8.608906833,9.186233961,8.668124461,8.256289111,8.494659557,9.327213118,10.12114489,9.40087298,9.892833757,9.860583497,9.076828083,9.081768803,8.943134946,8.966639894,8.473455191,9.060552504,10.41149814,9.64196217,9.803323259,9.421895884,9.089400704,9.006347405,9.741684734,9.32549383,9.018359827,10.29254995,9.309546453,8.796482871,9.812542348,8.607578859,9.559910356,10.08869091,9.317747778,9.525088043,9.179552422,8.60889668,9.108145392,9.607261528,9.353302909,8.992415614,9.533803939,9.280619692,9.06819378,8.96019761,9.303880397,10.07104539,10.28345135,9.667993798,10.23935747,9.501407902,8.965223609,9.815550032,9.421044991,9.41482495,10.48056704,9.393341553,10.22151731,9.514964109,9.211339977,9.055244559,9.245453582,9.13253767,8.51671732,9.114846337,9.074648652,9.486586648,8.974602432,8.825644173,9.295967425,9.989921175,9.317831588,8.976031321,8.78099872,8.440234987,8.441401318,8.676794628,9.328550242,10.0628433,8.940521887,10.28531802,9.406230448,9.585645101,9.424731294,8.85146839,8.531091808,8.565958044,8.7225611,8.717353222,9.32528867,9.733139813,9.345532187,9.539804769,9.212288153,9.633316666,9.200476632,9.017096812,8.874507579,8.563546497,8.911828068,8.55244865,8.768723307,9.281257898,9.513821507,9.00700067,10.08190294,9.723801525,10.30749232,9.454824825,9.285515651,8.797487595,9.338774466,9.566488321,8.866165165,9.954555793,9.271929456,9.861417074,9.41438118,9.055303395,9.770039677,9.926436701,8.909323694,10.15062113,9.565345062,8.770945579,10.04051258,9.054756932,10.23693714,9.385321196,9.519695896,9.572409326,9.589551605,9.544858382,9.520843554,9.242560176,8.613902865,9.613507813,9.667706878,9.614055313,9.526761617,9.664003339,10.43060637,9.448164617,9.67327389,9.572068629,9.082046343,9.53529448,9.174930942,9.118436587,9.335885819
241_1292178,241.1292178,10.14829507,9.262695549,8.801069709,10.28594526,10.33725711,9.037858657,12.64875482,14.83923036,10.26044707,11.56511436,8.953713773,9.132495506,13.57898467,8.585742563,11.9715495,9.124499909,11.88583792,9.578624068,11.82599012,9.287485471,8.739989576,9.524660087,13.51263169,9.084790719,9.395354948,10.36759144,9.78141895,10.4233837,10.7484485,9.857259553,9.211260007,10.29366745,8.714759056,10.59760511,11.78913555,9.439056515,10.49712557,11.39236393,13.97058382,10.31598076,9.740830102,9.328476565,12.3641604,9.378414159,9.715754918,13.00523365,11.07568591,9.728344023,10.43109087,9.480196319,9.458084503,9.862500256,11.68493238,10.73531145,11.28640352,10.76238973,13.73789538,9.318841838,9.179318506,8.91719706,10.25445443,12.4163957,10.27410548,11.09250051,9.849674539,10.29421316,8.990557221,8.996922278,8.840727258,11.34844512,9.030639494,12.34273234,12.72516017,10.39976851,10.24731771,11.22526918,10.27779236,10.99249947,8.523908929,10.95138263,10.08577058,8.703210574,12.20954155,10.97457177,11.11482288,10.08931711,9.996933829,11.01931555,9.108976859,10.99457068,11.0035966,12.49922461,8.618010009,11.51351297,11.85715377,10.07387905,11.25150802,10.27865468,9.747628774,9.589072279,9.526403732,9.908143407,9.790028749,11.95553174,12.96698199,10.44639198,10.74928946,9.897544403,8.826570564,10.4042211,9.270824819,12.14306485,9.305546366,12.54091698,9.070665428,12.62271323,13.01908159,10.14465268,9.37191757,10.96299184,10.28814149,11.2774696,12.03882625,10.92371253,11.76616307,10.73872122,10.78374229,12.77022304,9.254349101,10.31236231,11.38585293,11.33954869,9.359184717,8.873232969,10.30292089,10.36075576,9.843309313,11.94765275,12.76632234,10.39780598,14.23850449,10.0221606,9.198848592,13.97687866,12.10416377,9.424595895,10.37435088,10.47141083,9.460648315
242_0345167,242.0345167,9.04000541,8.631204969,8.829108545,8.566525176,9.193112717,9.604383988,9.21268646,9.315635778,8.689891474,8.586412882,8.580110909,8.83161982,9.106286604,8.715823978,9.180109949,9.142114979,8.897359531,8.812901948,8.764132563,8.535125263,8.891281645,8.435657405,8.622298936,8.577481913,8.624356353,8.529859835,8.727857605,8.546306939,8.758401118,8.62866757,8.946263026,8.568301968,8.600994719,8.584815473,8.52400954,8.555754563,8.613003851,8.602274196,8.922118972,8.422423699,8.511714,8.756060888,8.631634165,8.977154171,8.853096163,8.687144571,8.731832445,8.688659507,8.76156578,9.008748902,8.464358894,8.471185927,8.824141665,8.664313799,8.713410682,8.46009444,8.620105848,8.705814377,8.566513608,8.738265694,8.81718216,9.268890053,8.916149354,8.782413083,8.899270339,8.643074551,8.514623917,8.747837107,8.603950939,8.624744559,8.665767805,8.719633635,8.932156403,8.535901758,8.787274707,8.629220653,8.83681501,8.692074441,8.97547316,8.428054691,8.596571279,8.832765716,8.720797138,8.56841569,9.159740652,8.96927463,8.888601002,8.965932917,8.857571096,9.007193489,8.628749601,8.635763122,8.625027651,8.841545887,9.029594382,8.66203598,8.582798111,8.832402842,8.682768249,8.531456856,8.572247136,8.84451783,8.700289336,8.51475348,8.677708029,8.641710293,8.751871573,8.981463109,8.593429908,8.475100995,8.869751612,8.657102754,8.43868943,8.682250195,8.950995672,8.509445668,8.559350041,8.63186447,8.881582479,8.567854935,8.853410794,8.74861518,8.798763934,8.60929678,8.608293914,8.473203358,8.772103938,8.528104426,8.402556339,8.910489911,10.15904725,8.56544414,8.624187805,8.801664049,8.486182958,8.483455949,8.742800677,8.558728848,9.207522572,8.707155991,8.933282281,8.73375753,8.833132483,8.911414399,8.609038658,8.557194437,8.418621123,8.467344964,8.576996186
242_158913,242.158913,10.35129951,9.533252517,9.681465253,9.577454402,9.93381939,9.470078845,9.729528248,9.241235638,9.553942015,9.661644345,9.999801853,10.12692158,9.369540947,10.21071127,9.593837282,10.07721304,9.796364783,9.681806636,9.660902728,9.772971121,9.683633644,9.75719641,9.134362275,9.592315091,9.824081043,9.951269769,9.797254578,9.746240442,9.951569084,9.912592278,9.713264505,9.614806954,9.539869684,9.799872357,9.550760543,10.21075255,9.988732638,9.998705136,9.783463732,9.557409866,9.830695361,9.573088515,9.957603679,9.810572959,9.725959305,9.51532146,9.648695968,9.925247909,9.845072479,9.674959643,9.68840193,9.852861004,9.400819316,9.451693471,9.819976556,9.26562429,8.929941604,9.763295999,9.740016082,10.18958802,10.00487317,9.633294464,10.30156386,10.16295289,9.858957932,9.335131765,9.669044373,9.776877549,9.684246085,9.81668002,9.599286682,9.924279122,9.603750463,9.92654538,10.11731147,9.932417836,10.00902876,9.747822006,9.825722114,9.626221019,9.654991532,9.699350099,9.894492337,10.05090597,9.800063169,10.04747599,9.376809274,9.778273108,9.99430105,9.825940421,9.392667176,9.587296658,10.01998653,9.643450387,9.581791514,9.993782032,10.1211995,10.16417545,10.13145245,10.05117667,9.942416092,9.726573444,9.777731439,9.342775552,9.77619505,9.737278911,10.00828449,9.594499805,9.783252856,9.641070344,10.0035472,9.615628498,9.913916182,9.672182651,9.886486125,9.547446967,9.3732821,9.815424069,9.633344782,9.616084178,9.861336512,9.797624457,9.568606464,10.11772442,9.879128363,9.821186761,9.801187066,9.428035326,9.811945347,9.557602081,9.777891375,9.580484398,9.726759434,9.812047027,9.946140867,9.74748435,9.74748435,9.841704619,9.708390353,9.742674501,9.204898947,9.872884856,9.934128526,9.191130926,9.689148133,9.583413294,9.642298194,9.496701212,9.667734634
242_8661683,242.8661683,10.37379967,10.04144446,9.850073825,9.914508566,10.39301583,8.733014099,9.051663775,10.53139567,9.091753055,9.138891341,10.20087275,10.08338158,10.65658728,9.660777294,10.13858139,9.628942854,9.953632083,10.50968763,9.422385475,9.913284864,9.950478851,9.888677652,9.648454197,9.598594713,9.874881874,9.046242109,9.93926068,10.26642718,10.04605546,10.32576597,9.521775962,8.71035059,10.07128609,9.587955719,9.622679891,10.45528696,9.979775961,9.644820103,10.33945699,9.397046524,10.10267211,9.539806662,10.12715614,9.629959584,10.19130163,9.099136617,9.553633419,9.368288846,9.008819428,9.859426487,9.62519317,8.607972538,9.731245865,9.564213048,9.294627595,8.993780042,9.829509984,10.26586737,9.671927983,10.02565686,9.100089057,10.43828375,10.78815167,9.742011565,10.10724329,9.337501898,9.811131021,10.32669595,9.795089214,8.957412138,9.98946262,9.388762114,10.46071288,10.48578059,10.52677295,9.329432994,9.611272879,8.778127764,10.02428573,8.810532131,9.593978925,9.891124787,9.106491939,10.09970819,10.50592893,10.5897401,9.570567223,9.710798214,9.094031067,9.147133945,9.352326261,9.668884466,10.00700571,9.288484014,9.636475092,10.59748407,9.628199188,10.85816154,9.928376735,10.37146114,10.45711803,10.25495333,10.24305513,9.731674986,9.001363932,9.449262948,9.258631825,9.552441903,9.999232034,9.984981527,10.36529647,9.692186891,9.995694349,8.947815708,10.13139466,10.02913539,9.703975883,9.819396587,9.301186359,9.717221401,9.909565188,8.651988281,9.84948475,10.34908103,8.873381898,10.06110773,8.866400869,9.14897252,9.806615114,9.7413316,9.369467833,9.472792999,10.11321557,9.558960081,9.836778738,9.7809902,9.746681035,9.175377221,9.332370152,9.281880048,9.504016995,9.991104028,9.378621954,9.833586947,9.761331062,9.611261931,9.776679622,9.855343118,9.225291948
242_8751733,242.8751733,9.727240233,9.39023057,9.307595243,9.318281905,9.476328911,9.184101289,10.46555224,9.442939728,8.533372476,8.833156175,9.593637018,9.584468938,8.754004106,9.292464468,9.070072931,8.667444686,9.038333546,8.836832773,8.715890778,9.015791659,9.150196222,9.045635046,8.68387913,8.778463805,9.007429803,8.765861638,9.301738332,9.374517317,9.432950439,9.376717509,8.593379758,10.23566822,9.393789321,8.733073695,8.754426742,9.724039955,9.201994739,8.941659177,9.131912749,8.847681303,9.265451575,8.758991951,9.307500143,9.087270424,9.202878485,8.423680599,8.667225578,8.790180087,8.795314668,8.883755956,8.857442388,8.580479136,8.660173702,8.768674811,8.566762089,8.554053369,8.857795422,9.264805615,8.820671759,9.575874187,10.33106583,9.068611113,10.18537615,9.174284059,9.370365602,8.733069274,9.176348925,9.403726737,8.95601797,8.529190208,9.261871376,8.793837821,9.221133965,9.528229211,9.65969169,8.495460036,9.068450829,8.469373128,9.013926135,10.2578094,8.735329562,8.988427371,9.036776763,9.630062121,9.499128152,9.500909694,8.893065652,9.051130578,8.672247945,9.211046815,8.727964549,8.648728014,9.389381163,8.938671057,8.823140821,9.639766572,9.041914085,10.20590831,9.20729324,9.666292686,9.965903368,8.902017231,9.322518167,8.76408568,10.44843065,8.566160846,8.570849347,8.848002954,9.136043423,9.19930053,9.264411701,8.507743866,9.44944032,8.68366449,9.260902819,9.373589902,8.575182887,9.301810805,8.464524097,9.14456266,9.600357995,8.803377795,8.86017042,9.655271187,8.901372034,9.743596444,8.697312054,8.657134722,8.706269414,9.305740945,10.82410597,8.645055632,9.432875235,8.850470101,9.166370822,9.237333176,9.1960678,8.778159263,9.337597865,8.542482632,10.80084607,8.724577414,8.733303281,8.810884163,8.680337694,8.729359909,9.061377953,9.43142258,8.912935149
242_9482296,242.9482296,8.829356962,9.99989881,8.709614783,8.824748859,8.674748871,8.924037912,9.41503452,9.464493665,9.45509797,8.4829711,9.205917311,8.711542591,8.495083986,8.614964278,8.860860319,8.556116921,8.774863792,9.504985845,9.770691598,10.55474463,9.184371462,9.997948511,8.897274545,10.22304128,8.985577537,9.171211538,9.090609751,9.836488105,8.880461603,8.520580895,9.87138088,9.342179742,9.049409334,9.23793634,9.991534765,8.99648798,8.722789295,8.964464316,8.949246611,8.582957724,9.34884321,9.391155405,9.713146615,9.279574234,9.583146076,9.108556472,9.700744575,9.69953761,9.119353287,9.17617375,9.615220432,9.092491863,9.893744824,8.966940106,10.12800866,8.728918667,9.884693401,10.59937367,8.494679741,8.750492182,8.799845557,8.713703954,8.661996905,9.202680044,8.89894749,9.125543954,8.535526078,9.054705264,8.50875287,9.433809805,9.711723795,8.587837373,8.962846367,8.850369964,8.91957402,9.056777741,8.966307577,9.598531361,9.398305623,10.12439155,9.019806299,8.821830126,9.725197673,8.853790372,8.524310699,9.114473147,9.167282979,8.541502402,8.809686893,9.122183479,8.791500864,10.38301966,8.887217771,9.204076272,9.00282093,8.967932583,8.842239056,8.884059226,9.164437712,8.59450978,8.657572207,8.87298218,9.62663999,9.630674182,9.43077813,9.752086529,8.597451152,9.289281217,9.409476829,8.629074843,9.192840597,8.460272277,9.095467668,8.926507325,9.661825252,9.149513719,9.810954039,9.067785617,9.421530127,9.621410585,9.21496441,9.381824041,9.64205428,8.953540606,9.713204606,9.26697414,9.170340361,9.820330366,8.941078349,9.056661551,9.731164639,9.81845403,8.980480345,10.00119667,8.432928717,8.788273124,9.36379363,10.40983778,9.691560726,9.166921339,8.701383931,9.333516488,8.802841875,9.119745467,9.800406975,8.902137823,10.0932021,8.784033736,9.393013402
242_9497562,242.9497562,10.68079832,10.47030723,10.01089725,10.12817619,10.38722935,9.979963868,10.09730554,9.858578163,9.866709568,9.43418848,10.24425859,9.944998509,9.849590788,9.820261721,10.87369287,9.474384716,9.689430437,10.68536058,9.950336651,10.45817003,11.03938634,10.62718242,9.76918603,10.425722,9.57730312,9.766071962,10.04792037,9.723678934,9.863512405,11.23547341,10.47534168,9.283143055,9.121667793,10.01711379,10.45882597,9.942772536,9.607997677,9.725214053,9.696951358,10.40428911,10.28431216,10.67469357,10.40363923,10.23348135,10.82275259,9.563067071,9.964335207,10.08505747,9.0684297,10.752497,10.53481268,9.055964799,10.58845493,10.54205169,10.197632,9.885300285,9.879634311,10.64267825,9.892061128,9.828013571,9.026971218,10.46467952,10.67599367,9.720504301,9.487165569,10.7408155,10.20341617,10.59288243,10.04906235,9.277119025,10.69247386,9.49316369,10.66565092,10.18746224,10.30604159,9.432592303,10.0305908,9.754215635,10.13301181,9.387192774,9.493073089,9.586374229,9.802791727,9.69852679,10.66979653,10.73341304,10.56759039,9.425776005,9.508991301,9.647120864,10.54155025,10.3569509,9.94619329,9.427586081,10.73929816,10.27224733,9.820073395,10.4842836,10.04888054,9.919360506,9.651947956,10.5892824,10.75482491,10.33439392,9.134759193,10.40314101,9.635569761,9.507442618,10.44711275,10.46585079,10.59555285,10.77961864,10.30610269,9.513386013,10.59026027,10.20998374,10.60233812,9.447313613,9.570645768,9.653221714,9.639644337,9.543704002,10.70344667,10.30570122,9.720145216,9.514723208,9.985889117,10.25168801,9.68942561,9.873130757,10.40648385,10.20800536,10.02825026,10.30454865,9.656603334,9.494550817,9.99837284,10.40399514,11.66661506,10.501877,8.92503674,11.07702987,9.53985928,10.33965848,10.17271989,10.06022503,10.39894915,10.16630841,10.59933381
242_9669972,242.9669972,10.90225862,11.01108583,10.323472,10.22634061,10.90522803,10.68987111,11.60093983,10.9443256,11.26393424,11.36179066,11.04033342,10.81008298,10.59386947,11.07186178,10.69997254,10.15987477,11.49135363,11.61061941,11.28861996,11.28565751,11.32068286,11.18234681,11.15913652,11.20408641,11.25428603,11.26657006,11.50885305,11.1155719,10.66083351,10.49093013,11.78704938,11.62301417,10.85922921,11.03015927,11.40247565,10.35438472,10.59119415,11.41488295,11.34477161,10.51595259,11.64422283,11.38873446,11.20819412,11.91119865,11.2762249,11.30076403,11.5275726,11.09606685,11.0832229,11.793992,10.80522619,10.99272026,11.23420572,11.44776886,11.77454836,11.24400733,11.74960148,11.62797616,11.2193886,10.95203117,10.06717855,11.20727492,10.78129158,10.24126159,11.02264864,11.67636736,11.14994819,11.26763353,11.23618196,11.38671056,11.18483726,10.53090039,10.82068442,10.63190724,10.53994494,10.26992626,11.31213752,11.34993554,11.64346095,11.31251516,11.56740071,11.439584,10.73429659,10.15906543,11.12711313,10.99252482,10.27764952,10.95779535,10.7090166,10.91107452,11.10934698,11.51485798,10.86622828,11.14591668,11.17969546,10.89109751,10.83796718,10.76351269,10.16608646,10.61883083,10.02418037,11.0800456,11.6778415,11.02081945,11.45278509,11.2936812,11.04965872,10.99499123,11.41892961,10.75613968,11.48447282,11.4984798,10.38238204,11.41300224,11.49351226,11.2468249,11.40128783,10.45303005,11.81681578,11.35997447,10.54311883,11.23347235,11.34176565,10.67039587,11.31801621,10.4726346,11.55661053,11.40645892,11.2635107,11.03314982,11.88478012,10.78427626,11.17900579,11.3276343,10.41739416,11.24094163,11.68842692,11.44544004,12.06792038,10.88685887,11.27193535,11.82813446,11.72572986,11.6826962,11.4713795,11.41735799,11.15320012,10.14264754,11.58400455
243_0945808,243.0945808,9.321870524,10.26655647,9.48325159,9.751735634,9.470437566,8.938275319,9.389730738,9.346800673,9.604930153,9.606052783,10.02230095,9.828797582,9.061711647,9.201301631,9.000521935,9.060216289,9.557338022,9.660114094,9.097245766,10.09794112,9.808117951,9.960842942,9.267352848,10.11471776,10.1723911,9.50646257,10.27509019,9.672426821,10.01097183,9.683936793,10.20704259,9.74372384,10.04531937,9.961698125,10.11923985,9.703843419,10.21149143,9.601711019,10.1929898,9.953374275,10.19095739,10.13630254,10.22113804,9.909185544,9.875341163,9.445779603,9.47428706,9.738653893,9.304721815,10.13991419,10.05276307,9.404937445,9.743690532,10.28668247,9.747703405,9.970267934,9.641696232,10.16003484,10.22165434,8.873155794,8.943104753,9.158399309,9.619021017,9.166496555,9.661623454,9.931348519,10.07679066,9.648434478,10.0838731,9.34697697,10.04415153,8.815480461,9.607868275,9.476589508,9.8627432,9.439771687,9.26440354,9.2434243,10.24541841,8.927989137,10.04037167,10.06881542,9.465151306,9.71377892,9.502109313,9.323970657,9.182966506,9.99876609,9.125587235,9.335284297,9.727665442,10.11242936,9.858620768,9.683293841,10.13379828,9.126905876,9.101547099,9.3814406,9.259765327,9.654187646,9.543084059,9.874294165,10.15155028,9.549866171,9.441533099,9.979567726,9.688177697,10.23148161,10.13434973,9.762103683,9.839827475,10.27717711,9.957563773,9.263581391,10.3332308,9.898238934,9.982898758,9.781485692,10.23030538,9.743370559,9.753393679,9.344554876,10.23995959,9.959140185,9.771916264,9.695100761,9.54729508,10.01727454,10.06899984,9.440825621,9.482219997,9.908830353,10.58646065,9.961427683,9.559548143,9.965820433,10.24969192,9.392896879,8.991508525,9.895254084,9.364560714,9.389204336,9.864203024,9.590617642,10.08432725,9.923098831,10.17430622,9.473408307,10.19073312
243_0967405,243.0967405,9.041594495,8.901417293,8.897657963,8.574624866,9.466349731,9.089576693,9.20884294,9.435037253,9.432051304,9.259789124,8.929094831,9.204813394,9.072843547,8.723234206,9.794921765,9.592131445,9.812444699,10.41566995,9.221193979,8.904130731,9.224793868,10.15401127,9.442572832,9.442182797,10.0023611,9.085254606,10.61909056,10.14588697,9.537225151,9.619747763,9.59354255,9.125783036,8.58046236,9.088500054,9.620022769,9.922524483,9.567471353,8.924222104,9.457826348,8.97226602,9.59643454,9.804864398,9.395889513,9.775805721,9.851500767,9.869822748,9.248462198,9.835085785,9.174244567,9.98425693,9.886184503,8.870181246,9.852378281,9.484957048,9.234784403,9.579683853,9.05661752,9.434689979,10.13536111,9.299454391,9.219368511,10.79310676,9.792999957,9.227660241,10.35436174,8.722508743,9.241091988,9.337037933,9.525499335,9.306142441,9.856582461,9.107857186,10.38399389,9.409850667,8.791061827,9.28032741,8.956478394,9.1734014,9.167324428,8.822027379,9.413335539,8.758090536,9.852856598,9.285600421,10.43668184,10.24638566,9.330137361,10.89861444,9.040631963,9.081861443,9.390485057,8.587382274,9.271791129,8.988685582,11.60482638,9.646267937,9.546863374,9.749542647,9.381674611,9.778107832,9.720942563,9.978716989,9.170171644,9.246351094,9.019463812,9.524977091,9.735911673,9.142621328,9.51776588,9.61483837,10.18307175,9.815556424,10.20810531,9.438160425,9.024764702,9.2041572,10.144519,9.490834173,10.86311064,9.246660473,9.377428014,9.129542175,8.776375712,9.390508155,9.075007537,9.786765411,9.237522418,10.07820375,9.915080846,9.39297754,9.175391451,8.901014489,9.0272159,9.975701064,9.09739748,8.544683333,8.569871426,9.328802023,9.586327894,9.063188089,9.077374342,9.392420054,9.155587052,9.63591998,10.51388069,9.580003643,9.699693559,9.045677189,9.690955052
