,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
281_0112853,281.0112853,8.380796137,9.153444769,10.32845648,8.036795868,7.980687457,7.850560453,9.922397883,10.04872261,9.861412576,9.924537983,9.96842187,7.820545891,8.229490531,8.034427284,8.572458031,8.285214135,10.16088135,9.648777957,9.152382895,8.783992038,10.8711195,8.763054212,9.294929584,9.375873449,8.642016834,8.328980271,9.255808233,8.524811965,9.084097594,8.047413201,8.122385373,9.744887038,8.901567251,9.213870376,8.914756933,9.00691883,7.992351925,8.240277573,10.60956252,8.445809661,8.328156188,8.552760542,8.398843122,9.588543491,8.034486673,8.721817936,9.985955139,10.5486625,8.302004799,9.737660723,9.939970679,9.000352016,8.436506477,10.10703557,9.78194599,8.973044673,10.28752778,10.56151724,10.43355824,8.6161165,8.85068021,10.3249508,8.378736105,8.256527173,8.079164507,9.927697264,10.21285584,8.929220742,8.88510547,8.370603635,10.03762705,8.188104861,8.866739391,8.62626558,7.993595709,8.142863983,9.43288984,9.63887683,8.934880259,8.635387381,8.222510696,10.03807634,9.545814771,8.269881461,9.972047837,8.171633358,10.1109052,8.34081266,9.019448489,10.79335806,9.209421176,8.267474506,8.710400762,10.12691195,7.834265019,10.34193806,7.795381347,10.01372329,9.30631176,9.592190608,9.040247936,8.114900847,8.586383916,8.01520629,10.71613846,10.20628844,8.693458068,8.665465271,9.209627882,8.500946724,10.07047181,10.08869104,10.19186031,10.19027582,7.865948977,8.323083104,10.44774948,7.961002273,8.380118971,7.995136796,9.712607822,8.327744198,9.589176916,9.058986816,8.691084004,9.445660514,10.14425896,8.749714765,9.210388991,8.05209033,7.795405751,8.447067746,10.17056118,9.6746313,9.271257366,10.49058479,9.513420554,9.819666445,8.255405977,8.394136179,8.439369472,9.766453893,8.948023934,8.057739092,9.390673621
281_0134999,281.0134999,8.02192207,8.106497727,8.772565385,8.014729001,9.285769866,7.773300974,8.381941097,8.137253475,8.306479997,8.37556218,7.914856413,7.984136772,9.227781385,7.826117005,8.059067917,7.933294423,8.177840562,8.468753514,8.449853459,8.283510118,8.197799124,8.003558077,8.001567572,8.071874205,8.771956712,8.224858765,8.391033418,8.631156801,8.205062144,8.250500789,8.005292575,8.318539685,8.284369548,8.371177954,8.34385315,8.225249082,8.148638074,8.300039467,8.091920738,7.926434561,8.061957794,8.237053951,8.517649024,8.147861642,8.11931782,7.950967241,8.284824772,8.403663011,8.362235121,8.301913463,8.213364809,8.234264081,8.08442726,8.080333798,8.184950386,8.623579934,8.465527014,8.358335553,8.077980385,8.266637363,7.977162101,8.221732145,8.07644798,8.074151924,8.165713769,7.979226259,8.222490127,8.061268624,8.191055018,8.407149814,8.287956608,7.777373505,8.147995027,7.853115601,7.864516002,7.893951011,8.335024522,8.060774673,8.324660749,8.451196679,8.261447274,8.100359936,8.129506764,7.86253256,7.880581481,7.99146408,8.167298688,8.309709559,8.224456635,8.122877952,8.035031665,8.928946798,8.266794045,8.130584635,8.106014914,8.351107192,7.809754785,8.141154017,8.035167012,8.35916297,8.247087186,8.326369513,8.520949775,8.4227159,8.374031907,8.150952652,8.016197763,8.183138882,8.453317938,8.226683726,8.20407766,8.292710698,8.236116898,8.384759959,8.296150716,8.398027933,8.379068774,8.069866703,8.301638215,8.214200796,8.163041628,8.512121123,8.435110439,8.326479615,8.43250522,8.276325423,8.409381411,8.342330926,8.339929261,8.03787487,7.993641198,8.255421974,8.219873519,8.371229079,8.235458742,8.162000115,8.433213774,8.098801429,8.263386543,8.930815841,8.205372062,8.177149232,8.241608291,7.980721557,8.248295705
281_0245909,281.0245909,8.388639322,8.135549271,8.214422859,8.309642281,8.24617379,8.089584316,8.064489952,8.004691505,7.991246196,7.998432536,8.174998671,8.063066763,8.140954197,8.25104626,8.256177213,8.298288385,8.229689753,8.052449798,8.123960636,8.137868788,8.090602379,8.047138206,8.075728426,8.176268431,7.962914308,8.331923626,7.967963373,8.291407257,8.060282448,8.027834248,8.278722633,8.149817686,8.097046422,8.131437017,8.097701272,7.989311918,8.295228232,8.081317923,8.074710062,8.262954031,8.136088049,8.146392232,8.234195666,8.239392168,8.284547271,8.034648092,8.176191936,7.954795844,8.267194329,8.032905079,8.051388761,8.258974541,8.233697224,8.040618504,8.197650528,7.996011737,8.000929258,8.008509228,7.96462402,8.140372491,8.205126805,8.209866722,8.148613657,8.204150921,8.193991943,8.281199104,8.001358417,8.025018682,8.111859871,8.295528991,8.142817166,8.220559219,8.215477053,8.110053377,8.104882455,8.234843041,8.003335704,8.077605941,8.111718777,8.130289914,8.055272921,8.002664292,8.295029941,8.158387797,8.369301376,8.287141976,8.092307667,8.263592234,7.908321982,8.240890316,8.065222679,8.006940022,8.082656483,8.311116788,8.290931761,10.34193806,8.30598403,8.235593275,8.02335044,8.145719932,8.288297055,8.135404538,8.020713677,8.13822489,8.133865808,8.017077463,8.036491384,8.094016868,8.142609179,8.077747482,8.063183202,8.207044623,8.042532417,7.994284656,8.023095145,8.125465557,8.111654298,8.261753808,8.147309062,8.298354673,8.181276027,8.051775863,8.083881047,8.11753385,8.098090524,7.959158249,8.006438768,7.868458858,8.37201925,8.323071189,8.040311043,8.123218229,8.281638487,8.020214414,8.142157576,8.059775571,7.985844065,8.124441371,8.113811665,8.447079151,8.048925546,8.078268164,8.169698523,8.012121207,8.039435955
281_0367507,281.0367507,9.507311773,10.04516469,10.04634228,9.782833794,9.832490343,10.91565079,9.8333777,10.06067507,9.792825041,9.856411274,10.36167541,9.643113364,10.33881785,9.536187513,9.391197191,9.5224841,10.76616265,8.925086075,9.752161359,9.474259835,10.2180526,10.03532714,10.04808924,9.754851467,9.962372701,9.844191817,9.809703513,10.07456508,10.00035009,9.781191286,9.624064294,10.04205038,11.12754665,10.06571954,9.742895234,10.1928132,9.507691047,9.945325051,10.40818763,9.871432291,11.14115608,9.705761413,9.681476179,9.860668601,9.891482083,9.662741818,10.03189375,10.97812597,9.516791624,10.01970665,9.911201664,10.03249208,9.967590395,10.31454022,10.05681632,9.78573146,10.3917372,10.0517615,10.18105557,9.872229282,9.957276192,10.51488535,9.370488898,9.961032542,11.10167764,9.599167914,10.299512,9.945727378,9.78441756,9.644715065,10.24589186,9.558061197,9.293583842,9.832976735,9.566606601,9.747174971,9.98956627,10.05411509,10.11826522,10.079696,10.2148388,11.15260708,9.70822065,9.472402405,9.365776292,9.640017916,10.87427946,9.795359964,10.07668285,10.45260042,9.800195784,10.93463602,9.827923052,10.87343075,9.609129204,10.51193553,9.53267859,11.10899806,9.754540465,10.0026813,9.999834818,10.10206851,9.677715884,10.1284826,10.4458126,10.05723513,9.839528749,9.452050233,9.88519809,9.721319626,9.99503123,9.968397523,9.973195709,10.53836817,10.90877885,9.841537646,10.17839211,9.836964817,11.38083396,9.782600614,9.97552449,9.690906447,9.473571687,9.98806549,9.967995983,9.996820977,10.26200635,10.19223524,9.762677644,9.872085739,10.8345432,10.59279821,10.03587432,10.08274593,9.775930675,10.06397759,9.9929598,9.83018024,9.806937499,10.07026543,10.11198293,9.655435155,10.19318665,11.23227095,10.10204326
281_0604,281.0604,8.545829572,8.973231915,8.649274181,8.18552701,8.125703567,9.060556518,8.67005771,8.909841345,8.16266204,8.534546239,9.510109439,8.595073467,8.344809534,8.469047469,8.389012498,8.43510734,9.249761388,8.060509345,8.4389079,8.325302394,8.787081786,9.134443928,9.237854589,8.780121346,8.441866679,8.504534958,8.942448967,8.717059994,9.42224085,8.707984534,8.590992819,8.800305805,9.821712866,8.439638274,8.343559733,8.785810355,8.728559947,8.808706455,9.089330204,8.787414335,9.375485532,8.572387974,8.217690253,9.034243616,8.369065478,9.184053341,8.794038028,9.552353976,8.131615934,8.68721472,8.566257335,8.44070517,8.723071446,9.268318395,8.44061489,8.469053231,8.545325186,8.168541187,9.081981098,8.818851531,8.392953624,9.935063211,8.13414989,9.141851762,10.35429944,8.413748336,8.82257724,8.994555456,8.577625707,8.427380892,8.87653992,8.638952215,8.427131632,8.877133602,8.098876803,8.888952118,8.57817168,9.200100033,8.766073481,8.286303169,9.219425591,9.934101619,8.701713343,8.733687331,8.169886723,8.737917965,9.875457258,8.526636972,9.401603434,8.780830865,8.860337185,9.251011994,8.905899929,9.838875441,8.842505057,9.612274012,8.453230367,9.997749444,8.913409223,8.723756616,8.952112707,8.744723847,8.186128975,8.616355987,8.297181853,9.285679611,9.247949135,8.45526622,8.739009677,8.585747457,8.242546686,8.368610666,8.634255106,9.139762277,9.664802347,8.366113259,8.264871237,8.9628919,10.17784245,9.025539987,8.900186776,8.452625118,8.279312213,9.186401865,8.885413942,8.392233493,8.490014046,8.56188875,8.901109201,9.13995835,9.509029759,9.082724404,8.697787447,8.88092192,8.424452722,8.684306139,8.713920512,8.951702596,8.490185729,8.605731028,8.82240935,8.365121846,8.862491355,9.730868301,9.163309923
281_073805,281.073805,8.768975831,8.282279495,8.420991781,8.842733875,8.448360678,8.711839567,8.211972823,8.391372964,8.120423903,8.599528557,8.489176362,8.941342139,8.15998699,8.601528126,8.384897086,8.293153855,8.292111038,8.38251672,8.193302287,8.322963175,8.327355173,8.46448742,8.359840166,8.244001451,8.254338874,8.323763702,8.356302287,8.276890688,8.395391549,8.599723747,8.632775262,8.255393783,8.081920243,8.417992467,8.479077278,8.4103598,8.856276615,8.531527683,8.335814377,8.654582319,8.535643828,8.31535165,8.528160478,8.480027026,8.417213447,8.37983172,8.266719818,7.991408428,8.57534367,8.516844712,8.313616539,8.197472019,8.618411091,8.203321281,8.0559609,8.138323108,7.989537636,8.11752419,8.060927671,8.343878401,8.291483731,8.077325697,8.325957115,8.604779224,8.503629387,8.591246564,8.287475019,8.852006066,8.535685486,8.361651615,8.256511903,8.743395565,8.73444372,8.960325087,8.919817693,8.521392345,8.253772948,8.360189659,8.506077944,8.535243449,8.634946406,8.596492174,8.260567673,8.448497774,8.790341683,8.623443678,8.161841259,8.731777479,8.327739273,8.272460622,8.494401694,8.362821001,8.401966897,8.099210987,8.714293724,8.277331105,8.585851498,8.452970187,8.422433335,8.5236506,8.576964104,8.537332998,8.403693012,8.55672322,8.01667885,8.385796508,8.861205217,8.707295411,8.571407408,8.536713934,8.199683468,8.34891777,8.209214998,7.981706859,8.32473842,8.321323457,8.17437216,8.447248752,8.133368487,8.573057755,8.196301982,8.332662193,8.209648456,8.41042814,8.580187924,8.326004398,8.332249001,8.43517833,8.505062776,8.632857924,8.491472485,8.275896397,8.576763453,8.212770058,8.233438205,8.3847727,8.459101667,8.132872004,8.319868102,8.43652122,8.373427421,8.387777089,8.295331006,8.457434613,8.084537943
281_0899728,281.0899728,7.962080026,8.127079948,8.288027009,8.110246509,8.267912541,7.768222242,7.843849553,7.87606844,7.872325817,7.84578176,7.930810531,7.961404987,8.347899568,7.984393119,8.037085559,8.226306104,8.167965491,7.939799645,7.96066896,7.868054949,7.960202058,7.761782893,7.910717611,8.016313724,8.120762684,7.898600295,7.883300497,8.137614472,8.094170438,7.948961875,8.070154431,7.774989542,8.052948309,7.91121993,8.039406119,7.930967172,7.919007568,8.225575345,7.933137821,7.933087927,7.974836285,8.168057545,8.147152142,8.021102565,8.302021363,7.835579574,7.831608948,7.936000096,8.277167432,7.872924063,7.866130492,7.890103416,7.855100682,8.101956901,8.589047312,7.869978055,8.251330411,8.371306595,7.925886988,8.081043303,8.19480147,7.971820455,7.896678652,8.04017053,7.9539061,7.97001892,7.979941564,8.310509059,8.105556288,8.413617027,8.500730034,7.944594666,8.15945089,8.009053594,7.824845887,7.945419299,7.762218923,8.158737726,8.419698833,8.016714101,8.352517405,8.169638304,7.8903654,7.842573518,7.971888798,8.127001177,8.061624438,8.08763249,7.950387547,8.201016179,8.013990229,7.911590372,8.375467389,7.991560024,7.997683171,7.845177978,7.970650892,7.891509812,8.08603668,8.4209851,8.242097091,8.069931236,8.108253643,8.187660223,8.146215686,8.083489594,8.22988374,7.930647408,7.948615583,8.105842309,7.925609884,8.093964771,8.553999386,8.093429214,8.089647146,8.157722273,8.043463652,8.018698294,8.016863038,8.173275189,7.955076819,8.054791871,7.820145607,7.839618269,8.063557306,7.980966705,7.990508851,7.900548898,8.196827489,7.980903358,7.874835698,8.040373951,7.901069095,7.94235828,7.807217039,7.906612226,8.060132393,7.933451573,8.147176555,8.240419605,8.068103053,8.005229775,8.272644629,8.214930914,7.865944401
281_1126111,281.1126111,9.02342256,9.047488562,9.414560786,9.518058871,8.900793436,9.766129421,8.550242249,9.341646512,8.581583584,8.622905934,8.868123332,9.220126911,9.342633619,9.036805801,8.739841263,8.240704118,8.547536875,8.360797049,8.692493644,8.526870738,9.399736379,8.946459505,8.934177698,8.45283382,8.909345376,8.858921547,8.69165759,8.89828027,8.680423422,8.740991645,8.77417046,9.109984912,8.946275515,9.21743279,8.764417668,8.716911514,8.894609534,8.739514491,8.752006291,8.944609576,9.462829098,8.578130739,8.972943111,8.62441517,9.036970679,8.475979995,8.804112033,8.795959823,9.075211887,8.943761817,8.785282275,8.702099087,8.869968956,8.585464544,8.757184935,9.078424676,8.918646098,8.783755818,8.452411982,8.562977154,8.561526529,8.404465883,8.135498777,8.813344373,8.910604214,8.77591258,8.934302777,9.140565566,8.775457599,8.63394512,9.00786353,8.704256272,9.193500699,9.264769604,9.160220537,8.845146225,8.690946363,8.592438782,9.038462603,8.849187869,8.969202347,9.551164702,8.64142034,8.398076628,8.595128883,9.044611975,9.101498659,9.312998977,8.790191578,8.86521435,8.497803791,9.014416713,9.055436196,8.558116825,8.849287227,8.711339767,9.043648132,9.354931973,8.869394058,8.826590552,8.805479343,8.797942791,8.682960394,8.71189924,9.037817693,9.16126511,8.894130644,8.816571941,8.68619238,8.665663277,8.649302247,8.783331408,8.539694,8.633271172,9.436647598,8.906148368,8.594567057,8.821770476,8.77082049,8.797019851,8.558729594,8.451699974,8.507741217,8.724871813,8.657699547,8.282491633,8.692762284,8.936346107,8.705225973,9.049657759,9.581100846,9.119024032,9.398114384,8.184630755,8.479607352,9.271648931,8.57904006,8.126756239,8.676079129,8.888722529,8.759759297,8.887610496,8.860683283,9.185914219,8.232459959
281_1238426,281.1238426,9.345607824,8.370578457,9.965507032,9.210615665,9.875263525,9.149036323,8.936373523,8.913772692,8.410359856,9.095453113,9.667192776,8.824585215,10.17471313,9.285368858,8.998590188,8.982892014,9.03937722,9.036601371,8.705332989,8.742401602,8.943248204,8.774761691,9.317426467,8.959389734,9.308395012,9.440861791,8.870494426,8.901812737,9.249605181,9.111885648,9.192262586,8.688117408,8.799191763,8.917201235,8.842428121,8.648641981,9.168728665,9.425089114,9.525814014,9.067422697,9.189083678,9.044866089,9.049164726,9.30379216,9.219575806,9.264377245,9.123757189,9.065083931,9.075591041,9.360186448,9.003280344,9.310145226,9.178904681,9.204451418,8.764358698,8.67430837,9.343610494,9.024838168,8.771648344,9.461795697,9.117363817,8.228390622,8.949834254,9.269831294,9.274308217,8.933068177,8.954618366,9.335424831,8.651316308,8.859205372,9.058840599,8.948480686,9.465988063,9.166829757,9.167165125,9.259553948,8.66496265,9.110422302,9.713927909,8.974123704,9.445286142,8.976795084,8.863167768,8.90113284,8.962409488,9.045322533,8.414387475,9.061971287,8.759261786,9.425218556,8.8628192,9.050639754,9.182168387,8.994180409,9.354221341,8.969198481,9.445596348,9.041444144,9.130554245,9.316657569,9.588997034,9.075443609,8.863012469,9.55591514,8.921341232,8.835899568,9.146328525,9.087461784,9.115923604,8.972254447,8.974231382,9.258178917,9.604370034,8.909194445,9.252894173,9.270843089,9.064302165,9.517036613,8.945542436,9.567197673,9.04958112,8.52525351,8.398747341,8.50430584,8.620869851,7.989787498,8.431711367,9.172152308,9.121154407,8.955617705,8.945852513,9.248271865,9.301348467,8.015710754,8.281393924,8.561373583,8.35456912,8.024786673,8.579565023,10.23408271,8.986813797,9.038229399,8.995270667,8.971954902,9.405964138
281_1321955,281.1321955,8.207238656,7.828967223,8.65038603,8.040615458,8.634961411,8.010584734,7.880233459,7.992530564,7.812825953,8.009415464,8.256911602,7.942963213,8.808356915,7.999067791,7.891271189,7.918265959,8.044387424,8.091869533,7.916551563,7.880199439,7.938807699,7.871135737,8.117566438,7.983558145,8.345160441,8.177085678,7.939852859,8.154342292,8.16725133,7.989935034,7.967115356,7.861882472,7.864978865,7.946214283,7.866752506,7.863638928,7.996101848,8.323915263,8.324814101,8.067082391,8.023279345,7.944651972,8.010872715,8.099550475,8.099375491,8.06240822,8.054233849,7.881360582,8.080061151,8.069265161,7.922191905,8.149391062,8.091610123,8.130311325,7.900180717,7.974576143,8.159551911,8.001662405,7.955670481,8.311717267,8.025698961,7.975390925,8.047041096,8.125447357,8.180869494,7.9521318,7.894671618,8.154567761,7.83669979,7.996079572,8.173751498,7.929954973,8.231427936,8.070626939,8.090050553,8.051863687,7.934442692,8.017101727,8.352652616,8.057672545,8.290177325,8.004680939,7.939229505,8.025215497,8.058496772,8.091059268,7.969149983,7.954350901,7.805070025,8.219808157,8.049377028,8.093160543,8.191057661,7.984547483,8.182693801,10.34193806,8.227224908,8.025065527,7.952427232,8.007374828,8.234310304,8.013632827,7.934077769,8.265180621,7.941593972,7.894066571,8.08929035,8.037802557,7.989370707,8.031977824,7.921260245,8.119523559,8.317776971,8.01828941,8.15296928,8.080895269,8.024769693,8.327001817,7.882391322,8.509060128,7.977022045,8.127893795,7.777447634,7.748391746,7.958053789,7.975374998,8.008086653,7.978444366,8.061115272,7.924936293,8.033637413,8.07512654,8.08646461,7.926746903,7.784904159,7.806119457,8.035113433,8.004594826,8.001664619,8.914408984,7.900798651,8.061484073,7.964279876,8.034443006,8.112147121
282_0090058,282.0090058,7.821061122,7.95661313,8.178999111,7.782870714,8.477784579,7.836520077,8.216873364,8.016112636,7.886935668,8.078366317,8.10213871,7.939467219,8.262237845,7.790907928,7.818445195,7.92123349,7.913864763,8.230291149,7.956009937,8.178146546,8.259904983,7.886630144,7.883716266,8.067418263,8.000069224,7.895324166,7.999573128,8.009943876,7.98628222,7.868690131,7.817955611,7.998407586,7.903345855,7.95386499,7.863631519,8.046564672,7.803685552,8.061542459,8.466414333,7.984456071,7.747810552,7.990382509,7.93694935,8.014812793,7.898884386,7.895123457,8.04229732,8.230929517,7.910722918,7.949220999,7.983813073,7.917110012,7.906931068,8.0908803,7.903504708,7.920234639,7.960455166,8.078572827,7.943409688,7.881119982,8.089964679,8.235325913,8.017442028,7.895880614,7.925371395,7.881256,7.995631915,8.133585667,8.020336213,8.308074572,7.945070542,7.81850417,7.82426181,7.828365402,7.77333397,7.808301377,8.000780147,7.935550413,7.842236246,7.99809776,7.920568098,7.737040057,8.063796659,7.888188552,7.906650859,7.879664818,10.1109052,8.009735176,7.839007255,8.105641289,7.992383685,7.84562088,7.889843748,7.757782325,7.937010181,10.34193806,7.841667328,7.750649442,7.912950388,8.04215434,8.014518533,8.037657383,7.842155462,8.013511228,8.791822891,8.272891896,7.981675274,7.874167824,8.034520335,7.962344635,8.218304712,8.028504748,8.053947467,8.068803252,7.767628106,7.974246761,8.206682971,7.881978066,7.976039979,8.117511499,8.0268976,8.273207449,7.926358156,8.041617025,8.081980823,7.992940046,7.963960768,7.952884062,8.095745233,7.927383335,7.740958358,7.961593483,8.13000774,7.96602966,7.920180217,8.175046503,7.977404456,7.908904287,7.892697348,8.258080977,7.970328972,8.004888703,7.970462696,7.90494658,7.981624395
