,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
196_02855,196.028549995286,3919.63831165235,2778.35536271301,2945.74327544947,2792.90042314101,2764.06964423256,6882.40162782656,6108.90839309854,5007.1369334693,6624.32554568657,4672.82368014079,2322.78069627788,4983.34672659533,3116.52698911034,6313.07953772937,5754.20897647863,5064.23229400152,3894.68716667222,3544.02918615831,5931.04824094024,2828.38507568895,3676.26351288607,2748.41561384943,4820.03802352191,3459.00755138992,2506.77852352449,8148.04062561076,2638.15551425111,3237.3585447554,5568.76269817484,3365.00004718557,2784.68388819943,6717.32401518072,3425.35128659532,5633.58897898504,3025.32172210986,2503.32122231478,2005.88213841504,3932.65859602644,24168.3280148265,4654.08428281531,2877.28816585881,3040.00565855081,2890.03005865722,3776.43680611234,4202.22604276732,6580.72319525056,8587.34380206626,5797.15509565185,3805.80040884201,2636.14739065219,2161.61955361973,5610.93438183898,3053.45634090342,3396.98524560645,10837.0989140514,3818.72409186764,6140.96876498028,2755.68670182302,2272.0326605031,6591.23064067251,4944.48711542306,4147.92789215662,3440.37786034939,4600.09553826119,3580.19038811525,3353.44426423906,2471.93593877162,3625.39821288243,2476.98690708325,4764.60373582265,2574.92040516814,4711.99488118105,3472.79425479959,2749.85412470642,3037.76581940923,5271.53109996681,9186.97643222637,7745.73794014587,3110.84937472216,7190.88877941557,2215.72034865396,3893.24226624982,5766.96474409134,4798.43851036709,3267.43526080381,3228.38471370973,7692.92225175277,2691.60417665036,7106.29613267949,5099.97188515899,4138.51573431684,3444.59540158216,3046.2181510963,4348.4586455123,5014.58668210147,4063.29657716123,5961.51302395339,3459.07598810601,5989.45863815457,1976.8326019534,5199.69757539251,3336.51911968939,3412.64821173495,2774.22034523653,4816.83173726131,6417.91899545654,5188.6745617799,3397.91980490076,2682.903925251,3212.92042480175,3055.44544420801,4088.09593318172,2488.81152036859,5635.42194764263,3375.49631227559,4715.72436778382,3439.1399184452,4856.46465671755,3929.36789635768,6864.83580486737,2689.38079609582,6069.86627142981,3245.21383116791,3115.35592020626,7567.67570651358,4760.84206928939,8939.2200679636,3026.49253160907,1808.97250662053,18718.7231145849,5389.72774132191,5563.98746625808,2848.69813995012,3223.90135179612,5292.75225564106,3425.15957554081,5613.69691536571,7810.57847966336,4742.61859160095,4132.20515191164,6758.3351113351,3423.99857872783,5115.91312287043,3868.97230287712,3504.24673112669,3138.08017097879,2740.86313809106,5617.94804012928,3236.25765982486
196_0514779,196.051477861838,2649.81363155529,4516.53000073424,2269.08020826875,1967.52985963022,2984.27900760701,3646.52869131494,7603.47219650552,4813.36817783147,6365.12017544601,8237.71610936114,2955.60116117418,3752.14905730094,24712.0896013793,3725.23307781593,16888.2541132397,3385.36856210183,9291.93008752769,10515.5037292707,6600.57647035847,3689.52846488499,3066.21922661001,3271.11291925653,6591.4906244813,2239.83106667772,3315.51690722491,9900.95867254547,4650.60681996083,3269.04697643584,6217.97606556023,2591.93456110525,5576.76951030753,8909.62424501553,2932.79199132643,7196.89219104374,3375.99634630071,2523.35182835988,2576.45857957861,4272.99371715331,6624.63446059574,5045.05904684722,3874.0072107815,3877.2342620948,2837.58330742032,3437.07602644126,3038.71535640128,8916.64184314517,9655.17443656224,4272.04983564107,5512.76466964329,4717.39024038997,2420.05565123532,6808.20286891716,3778.18065684794,4383.32330648367,14194.3784022333,5402.93100950285,10343.5803841291,3904.39300019535,5998.61334405602,3083.19381356949,3662.82976537688,3107.15532081556,2697.37255811748,3457.58568242936,3138.42707063887,4142.77250658795,2585.37499668121,3979.75583199228,3290.60506373763,7641.85138317467,4212.11291856945,4685.9715153077,18640.6861899148,1953.09851558431,2526.75923578906,3191.949503348,4499.06326946213,6618.37197266286,3201.03337834489,10229.4241308362,3403.27911625455,5492.17495342635,4336.26393400607,2830.61692017572,2287.91729741667,2880.40903740865,4152.9357484603,3200.326203167,3755.89471997634,5958.81640715786,4254.23616154889,3475.6141754375,2949.28278281667,7586.4552930554,4897.85847037152,4098.37504970527,3888.69819787945,2679.58592414624,3269.06594033725,1901.30773248383,2750.04619914253,5116.39196384366,4227.39172584373,2968.12154186321,7598.31852892194,7906.0995230035,6553.87454467797,8861.79090189542,3232.58343897363,2115.5655542592,3907.14420365329,4075.25643892988,2923.69824687769,6433.27729987003,3151.1375784401,4233.11877583456,3866.13959730396,4858.56651345452,5448.10139600941,7980.53811599684,2746.69732062536,8460.12417837865,3949.14747497502,2862.58796660527,7383.49911764309,4510.4680025679,10622.2982933971,3095.88391726535,3846.3573512818,5549.40201242246,6547.08225358736,6085.98572978189,4699.20483436899,3813.56575215358,3071.47027604238,2519.68340009214,9962.06594134335,7752.17910392227,10057.0472544535,4333.9179138581,11402.8487304049,4292.60679724622,7930.7965960183,6033.44463196578,4737.62445121986,5701.45172723258,2656.05545827948,3843.69822012023,3497.16005202173
196_8575042,196.857504163464,6367.20842457875,9708.24528043741,8270.18809177472,1971.89730125545,5493.19094797061,7246.45918054873,24625.0253593185,10049.3185815782,4344.03881397753,11599.5606253053,14273.7240777298,3601.34759589608,5528.34469730978,6579.36656283247,4486.23027543847,6274.19101647078,11875.8552280274,9149.58507320441,25159.3306440598,9504.20357153561,10405.6693659939,20949.0251101466,46459.67308695,7324.06419173817,15600.9468528319,39750.4315262152,5692.54865376899,11071.1907286002,4316.13658866942,8631.48587259343,9435.34840833898,24396.99881937,7571.43293536264,7063.13343783314,9412.40884028066,10222.8346792185,6214.63501770543,37424.1821444532,4690.46518326406,4581.46928082754,24590.4722480843,5013.21112871334,5474.35342443015,8688.18086905288,5507.84500046379,41931.3645683135,45045.7917010425,4964.96025593796,38088.6625862872,8842.56243638308,16399.9346297226,25222.2695584886,20861.9216739734,9801.88913019226,39801.4746757964,12764.4858816597,29279.3801888579,14112.4316768695,15871.4379146493,52898.7436699208,42855.1718590074,5110.2163911734,8453.90851704524,4792.79637946493,5357.68621846381,11635.1969670362,12103.8871784592,10267.4640690531,8265.58853621218,30918.627540461,8450.38971656927,32422.1905042362,3113.78870134388,11867.5587087327,3506.16160132512,4916.07442147492,41101.6001737458,64819.042278608,5882.93400510836,47278.7071489283,32857.2753701416,6548.37929415922,12358.3884510257,5766.76282869631,5122.44979229156,6308.18989692697,4574.68955056694,2806.07207618457,24533.6789067767,15586.9965782886,16949.6212105605,9447.68502103178,15904.8666416823,5327.5320138219,4895.76341473623,25606.7647939347,42413.9427000014,5090.43622330866,5792.31519259605,9634.67786886095,6960.67786734001,8652.11231357604,11187.5496567137,10678.6009574219,39995.7706235861,7156.79089055539,4775.96660491751,7457.75279190926,6069.23214601918,11925.8657162968,8156.45201183495,7897.92591837634,10854.0972058937,105726.009300585,9134.89510460261,15385.162728879,22991.7202132198,8048.99744115829,7885.14166655679,43473.141778492,5389.91956454416,44628.0252706178,6300.83018620708,8022.67820319637,30879.15864466,4055.02810516366,46202.7530326256,8465.84005912906,14445.805611325,9911.53608859651,6597.29141233358,5698.08896397607,4362.92705934023,5975.22161799988,2716.93478198428,15709.4599853945,3505.42784538995,4131.16064223379,8732.53853449875,3724.53144521182,44791.5265525412,34214.8999849342,3253.05539533042,7250.94484066555,7109.22097695236,23016.1657848324,17180.6165214716,5522.77613655801,10114.0175851842
196_9439085,196.943908486297,4894.43342820269,4214.5145310816,5267.51786770079,3671.43119943824,5177.21254949516,5383.99208447775,4372.42715369567,3906.53700774123,3896.15019606289,5933.10137967308,4419.84000019062,4527.33183932188,4266.8054130909,4100.51055868829,5394.97306930341,4294.40721498381,4010.24054907524,5389.85507557349,3912.15970627019,4531.3950254549,5115.45909634951,4176.79178192569,3775.9745530383,3496.43379494327,3156.05191570975,3436.29012547227,3364.80499720267,3902.84063627488,3174.19783769449,5018.18262169643,4065.43752923066,4730.74506639481,2871.56850373525,3948.38566984008,4248.87194589233,2844.18001488808,2208.59939103814,3378.25493790055,2877.45633651694,5765.37857884574,4099.16388461605,4205.34144112962,2812.36489103438,4423.71543405293,4306.75435896642,3156.83403200755,4041.39805741899,3898.85894970578,6551.12243965879,5537.93679331929,4087.36261921672,5251.86252289343,4334.46235914848,3841.68563808655,4698.8092054588,3714.6145399024,3156.47121562504,4987.28584069416,3457.24797422944,3893.25013459759,4105.1734149752,10837.3724312418,4757.95561195864,4398.45831544314,4615.13464481498,11176.3175609434,3454.96161427181,5590.35428311617,3765.11306471738,4896.85089747356,3308.99236533507,5085.89126519351,6298.63615260606,4100.06083102944,5154.48074954768,3226.83390413627,4729.97944523209,3747.15875924318,3416.29803755853,5353.05554580032,4378.70776824188,4549.92400253329,4226.70264629421,3221.1838773797,7493.54733655909,7284.10404461854,8281.60433215685,3727.69899794349,4465.37632237918,5178.9135435858,4485.07169133322,5217.37866767368,2941.59988736824,3195.1329516152,5110.63611917644,5325.53123974344,3585.27262026497,4436.57891559466,4161.77327499799,3477.5468849777,3353.38049607165,4280.80756280638,4683.99687696903,3529.43261053932,4136.55439589297,4053.6303111014,3722.4032277642,2136.89864361817,3943.41915351566,3268.68573600664,5549.48128013556,4855.53131849518,3844.67867855129,3825.0338676656,3988.41017932401,3501.83112667509,4924.78804154914,3709.35118251042,3519.58636636199,3772.76853318886,2787.99283031477,4254.84384668435,4781.1884370596,3491.26549103818,4123.08893207954,3210.55230224652,4002.11404813133,2731.42210017312,2865.70152069615,3829.29603109335,26015.8644026694,6443.4979590359,2961.03257586002,3847.15331966836,4192.14344182568,3613.29405668686,2687.34421054733,6081.27106630444,47557.1487756991,4605.99038383604,3446.98718805056,7385.42407837199,4150.41417313039,5441.38547477344,4562.87450234268,3669.14265021059,4089.53281853298,5781.66902222479,3159.8855402992
196_9527091,196.952709082403,9041.2562758035,12333.8885599076,11932.9774473034,13992.1189191428,8240.35469024261,15738.2204582424,15828.6877676235,7747.48858663846,11027.5919339678,12344.0074838154,7795.89233081607,16297.2900387303,10105.9311149367,13400.2243292171,28556.1775945129,13356.988198706,14778.3012280578,10553.437876113,14802.3229434156,8473.80013413482,20413.6534251274,10763.653307971,15029.1192954461,12153.7838753097,9901.92658836071,14649.8967809504,8719.90745614767,6544.96675165886,9970.70900550841,22747.5762669732,10555.8120045884,12936.6558817219,4862.70091633181,11161.2115965716,12576.8933014634,9574.61380307283,11629.826528067,8790.27697129402,10635.107952676,19451.2611033018,9205.55823890495,20082.5591456282,9197.99771362035,10570.4422647299,14586.6883091407,14241.3607030336,13647.2257761448,15768.324338533,11691.5867129765,15002.7189952426,15327.4362559064,17364.9743582295,8942.80821552734,12736.8214689846,13279.6709809005,10077.3569091172,12411.3683023866,9080.79910560522,9467.49912495483,17400.8835430607,16585.0683052779,18552.5049792035,15428.7615063531,11762.6944525422,8495.88993749444,17716.6099324013,16538.5418848807,13215.4136237068,10684.1422394382,10386.5090906627,9412.62780243509,23636.2879609897,16511.9725185319,10568.0027600083,13434.1577406953,13324.8994270721,22810.5256945338,20305.4777267421,10927.9961457534,15519.6393903394,11519.9050017511,5837.74131373644,8516.16541876451,12024.8455545203,19151.6896381367,14524.2106623664,28516.6010488313,11862.9251331865,17211.9825789267,12986.4497998855,11839.2403684178,14147.365688031,9544.85044825352,14397.4018593572,29838.636922725,10821.9707184645,14648.3735916895,17231.8847761838,14186.1863587421,8940.35855450314,12309.0254348103,17657.4463639347,11107.1569300592,10443.0635702322,15850.2588260024,11915.671694936,13752.8052688384,9402.19740760261,12668.8122839098,21145.6350100508,7717.29160753755,10263.4336182618,14603.3123037174,12153.5535854981,13075.3064179239,10474.3618056015,10891.5935342876,13161.699189037,7970.51301166265,11701.2423987069,7024.32044818314,18347.4733805616,13345.617560748,11910.561384676,17417.2546185096,10991.2279256824,14348.3769186659,11221.363392485,5710.48567511887,9346.51950171557,7531.79418675237,11233.0888214066,8885.54284129595,17469.0877042816,16067.1771853006,6432.98627525872,11990.1575488003,11095.0075838125,12268.5603002185,13763.5933244212,8577.46178370378,8560.22117573456,8411.16917150137,12820.51495287,12164.8299055243,12617.3339362033,11833.5689945381,11654.0735214593,9745.73221989344
196_9874639,196.987463913145,5274.26540585658,4865.85816261535,8736.93947179102,8054.93714930032,5920.02584409554,5215.94481273145,4337.03247555097,4050.87014172896,4441.19734725057,6550.93678727048,3823.60706668899,3009.48477138092,5962.60241377748,4674.44199491737,3335.59388527749,3783.35122792097,3480.94284068831,5605.89412931538,4570.77076154308,4597.93665935626,5238.40163808323,7029.18541268602,3305.68777796053,7242.57127380154,5981.18686193263,4539.58019679561,4996.2085150789,4064.67998745541,3656.02521193903,3898.87473252045,6322.17020900623,8332.56654582019,7477.30202361752,4670.74117807631,9273.11488047868,3520.20400560628,5278.75598640912,5145.16954425779,5878.57153137201,6083.2877258497,4936.0844608623,6895.46265064316,3494.48408234333,9769.64151254376,3349.74031395785,4476.19391358274,5696.2906191346,3806.11187382274,5322.15964444778,7266.20581194649,6674.3462372407,5348.81994143508,5407.23754245136,6471.27857106647,5556.77482501704,15019.1711554294,5460.3893091724,5540.41211523127,5993.69720065053,4111.65094518984,5135.60142383152,4849.30696423518,4186.58153885211,5196.8417506769,6389.44988698513,7135.31715559254,6317.607775691,5320.71253565073,5477.67162283299,3630.39226554558,5220.0025356039,4333.1476726165,6233.02945534543,7956.55677353356,7309.52960334596,7399.31168436286,4095.72919772859,3926.07761003091,9240.87735713725,6359.13144401414,9138.70940349737,7609.30402181533,4646.52234543922,4430.71214464301,7554.25594737036,5099.70277770036,5102.12617049694,7047.69117494597,5374.85836490944,9779.06424355814,12102.6433858665,6784.95299456403,4666.47464310591,7665.17041520111,6205.62615476582,4315.76939878283,2980.81936592053,3785.64163796488,4067.64427893632,5453.78392701326,5656.43817246902,8979.12610231614,7099.06276172338,5713.22785146634,4686.20212077185,4515.82110855283,4775.90281816585,5879.61749898966,5792.43587719282,4724.55025964264,4466.83124864997,6298.38220467549,3524.48241678415,7271.7241117047,5879.93196006458,3864.56333129134,6466.67443783515,3706.80740939298,8161.72021912995,3379.33060393381,2903.50351901426,4003.13827800388,4217.75104875291,3875.5808324084,3772.95186065606,4492.46021794557,4913.88644592272,9941.86690956507,6051.76374804543,5796.00818791251,4687.8082378937,3807.50708502726,5829.22323948764,5287.22608445669,5253.62246028384,6094.19495303553,4640.92519895106,5227.28108450145,4945.58732861151,5454.49444399379,5695.6001470349,4096.63474797796,5755.06653714514,5859.51364836338,5459.90782330196,6801.15609123595,8534.17064846454,5099.89706245967,9134.46307581018
197_0663502,197.066350204983,3055.16675165184,7533.32432279861,3112.69512973751,3310.31310429334,2272.17202410456,9549.80936836774,11620.1201835716,8244.49861298427,11253.5039011152,7715.60433705645,4969.19270109327,5647.37060570056,2556.18058833289,4592.33785723492,3571.74235321663,2682.38555304605,8804.78579929642,10360.4736743056,8340.79078997012,8924.22181755558,6322.85269695886,6984.15556904585,7166.96581111145,9936.19850822065,4384.05005281145,10955.4387056783,6686.98343182603,3435.94530002461,7475.10733923023,4105.27318533676,6677.82205648355,7611.1884976659,5173.82893469721,8801.74326705492,8976.86653005156,3948.82223718388,3577.45254714123,6619.15590603779,9851.47645809414,7322.15239691025,8363.15594926237,8584.87482032119,6885.53380035815,4669.6648629286,7336.0533355588,9562.22269861693,10952.4105809683,7473.14658337687,7627.59786964346,5655.54791254439,5031.85776748826,6735.03357021346,10025.3635663532,9997.35484784657,14958.5582718326,6172.46717416082,10652.8021184875,6799.66887383016,6328.52185513865,4443.89596644676,4211.59271211047,2986.26970498806,4212.48121054706,4680.91147923259,2961.20865413097,10348.5304011236,5714.74502157653,7061.63868353246,6900.68088364723,7384.06934799533,8852.57662091639,3970.38045912147,4024.90319391179,2796.18539631542,3556.80300913945,2607.25184156805,6130.31393388287,10150.9150039624,5930.56823914768,11130.49736949,5373.46040924951,5793.43259905485,7378.86996657506,4295.11121683241,2941.54999577816,2424.25352945758,8044.92150519722,2683.69620676479,5059.2123874701,7842.18641814507,7241.13818912979,10587.8614489368,6665.08124487377,8755.76609320404,7120.83117835837,3143.05572022629,4002.8144482456,4232.490803214,3976.02862628316,2427.52510462565,3790.05972451548,7592.19832155272,9987.51719032724,9437.27403383486,8110.13791009535,10543.6476179275,7745.96366177375,7328.50775731114,6938.13820007958,5853.43956093332,4774.15798011469,13589.4451250518,5629.09746261282,9761.62659070137,8982.69407794887,8725.37684828332,11515.8803192987,5162.15948252003,7204.50615354645,9615.05797286553,4255.24317907543,9057.57650465677,11285.2423578421,6489.63536485678,9358.67125905654,6455.78200759196,11951.9757629767,8340.81158014616,6402.17136610488,6864.25615954291,11079.3072308188,11722.8254055062,9949.87083822758,6203.02688568442,3742.73960911728,5945.4816538619,8846.49880996652,11689.5034685578,9213.90202438412,8540.89798413222,8309.6389424335,9055.55692357071,5605.43916286874,7302.18503729293,9308.9430042904,9240.20675988599,7231.6516412378,6754.5992090755,9217.24594275922
197_1025344,197.102534360126,15584.1385049236,12658.7637475689,9617.20050236059,16626.4350295814,13766.0609589362,6327.99171012259,321449.387880339,2392611.97229466,28355.7531509324,112147.882787634,7644.22061349125,15303.411513226,624734.879053761,22729.7682535678,35143.6423884593,22288.3385358117,146565.820695696,13726.1012949331,151966.786356685,11346.6121466606,12060.237675751,16608.2193511058,720555.544105474,9711.81652832883,13689.008211332,19419.569009886,9674.02208446715,5675.23751016786,50696.3296050071,20602.3852595186,8513.97764754536,20800.8314606587,8642.93298843902,41100.3030545467,140760.062223807,14364.5676706124,21871.7731345224,81074.0061772357,1223197.9814717,27040.2891469414,18256.0503681936,7125.66612187271,217952.493966504,9510.92292776037,15955.3628748628,430405.422840859,59817.9705824874,16824.4499299886,23470.7053964922,6414.12320101417,15136.5365151717,14261.6143242919,120428.866781284,48231.0711240665,71016.2833337164,55199.7211030336,859257.135307496,10648.7252435157,8655.6569895528,8610.13116935042,29997.4710827942,56887.5383348534,6121.5062331182,79414.3914197285,15630.8210985902,28038.1951168355,9927.59630884917,8406.05812829767,8048.70000954681,85541.7318427148,6486.30342958667,226663.303197473,361137.46788213,19302.6510175479,16360.1726252029,78274.2731705327,28569.6142319961,52104.0599069728,12808.7293737869,41905.9774879085,24882.5170168795,7286.79386061333,197506.079289964,64256.5598326096,26187.2351606813,14988.8969482482,17702.5318758396,37474.7099272716,14982.5889452454,33213.403465403,71709.8726850443,292829.035037856,6674.11486879388,96861.9475718841,68903.9246380778,5941.49950432981,72897.2594306911,18191.2249337213,18686.6978180723,20905.2591010219,16875.9389171464,19290.3757085376,12025.4217418427,197240.964245653,411586.375270291,28011.9164189024,39254.6626981426,18311.9510601398,6095.23396408386,32275.470879391,8543.17924638489,177813.318728937,14299.6306883946,279244.665126085,9581.09004771082,306491.377207026,422412.501662967,24980.2407564963,7065.11091904605,55072.7682184438,20989.6712326247,73406.3963185726,198338.896165972,65475.2214600736,118002.916838417,51243.6703249917,38797.8219074543,330943.196924828,12353.1709822144,14929.3411424626,20420.1518870525,90709.8348761532,11960.1458923035,19868.1315683804,33903.3165968733,34593.2121003316,17337.5133645147,161939.467941804,401057.607259337,26426.4914747675,1355737.22589739,24265.4556028603,9481.32890551692,1000264.22017853,59349.46001662,14987.7435725888,36044.563917962,41365.5808341432,17273.0660948745
197_9843447,197.984344651411,4478.13878906773,4723.6601315122,6164.14692260509,5137.53240597518,6939.57899047608,4089.68139567942,4184.29478001938,37867.7467057913,4638.03896431538,5334.62925114438,7985.56574767426,3582.53102129325,4015.40488154114,5740.79900168185,6852.21782674707,4448.03495674638,8417.5903845449,4254.4490476669,4418.96130739956,4007.33143305208,7090.85203548175,8218.95704825738,4692.2251074866,5876.80878112127,7024.67355821431,4005.66275715739,3395.7962095446,5810.60272000794,2955.39504764515,7660.52547094312,4923.47197598333,3475.56437062353,6193.00656400731,4247.94076671264,5194.72491588224,8149.65569922058,6168.82288466505,6872.01150081781,3247.26464015023,5366.19623098786,6153.81013536477,6036.26742837006,4745.72506829097,6880.9654764986,4692.31515378426,3558.83117727034,4102.99930609531,4071.74677453458,4960.72086647538,7133.4220239067,9187.63091518294,4659.10392566161,4686.53231861203,4397.10921732384,3675.54813206012,8091.65614385696,4048.2054091448,6757.71616596609,6968.15119630305,8078.67122902867,6570.32385856936,7268.71262521751,6664.80647935604,4531.24157575159,4030.06815861673,6080.54074943079,7604.89405049496,6396.49903752977,4801.11697877194,5471.82465857194,4521.98512429676,4969.49497717491,5208.39459892431,8487.24341175056,5887.5670414882,4350.95666729485,7259.87980727195,4374.14865199902,6052.72463757675,3182.78557512014,5617.19617662573,5026.62164333222,4095.98701597945,3180.54420108023,9385.19530074449,8314.17014303317,5549.24349328804,4145.67879299863,5396.01833140357,4582.27753168986,8993.28756269991,4060.19415597262,5002.68610325159,3131.86923999397,4238.74458654477,9974.9437581542,4669.02918639618,7216.58062596246,3378.08316644909,9422.91811422653,4556.37975459278,5366.05237857227,5322.45216220895,4184.09129199251,3831.80140670444,3979.75241204363,4707.99425666116,5313.42856672141,4870.10984005445,6988.27935284594,5754.5571095458,3742.83957988937,6553.10977869245,5181.15994310536,4970.99566966285,7879.45851147356,5062.42926551451,3314.47974041362,3864.27509927373,5793.81900517172,5298.03107809865,3845.48013434438,4934.39787301178,5884.30902246231,4790.86344989785,4580.15568615735,3531.02853349907,5360.23693823619,4675.54684285873,5326.73640001049,4512.00904302633,4957.31641757971,4170.36428227972,5763.36374036171,3207.35790900875,6975.0178046111,3056.30937414673,5071.11010940324,5403.04115665467,4245.99183813735,4337.22577070809,7065.63754707144,2690.88687638077,3791.26673894673,2410.38870015161,4145.73009758919,6966.77982103583,10030.3852068536,4251.28066312664
198_0531411,198.053141125493,7619.89834936736,2367.75112943919,6624.21829356191,3910.05708383565,2679.20835321718,8915.51181686546,8116.62794323126,5176.14988012674,5699.84904121303,3729.13470212698,2360.23916853606,9976.34279721077,4098.32125871346,4655.08740863147,2775.21310086254,15725.5811232208,4341.39844101862,2827.56872821609,4767.62068390896,3187.85607496485,2132.77837599516,2538.13967471768,3861.92918553362,2208.29347015029,3064.87949357564,6964.07286200812,2865.96460038854,2922.2722859051,8149.53640711615,3489.73892656799,2118.04990683339,5261.04572015628,2573.91911249055,7836.22178351775,4240.68439327038,3854.88082524537,4286.60857021815,2797.01440999735,3953.44994195805,7231.41694192208,2577.10684920031,3325.69206464161,3953.47682831309,3060.77031902462,2554.67984827182,4024.34334966028,4970.05934974757,7894.25056699097,4507.08285011205,4505.89296801804,3004.60584927688,8348.12281660443,4846.9693318313,4458.44850400105,5081.07656813105,2508.24112417484,6589.39352509976,4317.8167966866,2912.00002688393,7004.98321224319,11645.5372828897,2932.2110387686,3719.9666114662,12910.6462614953,3637.23241119756,5446.67113292999,3097.41736442421,2467.03369303638,2178.47280199865,6938.53807766568,2332.10465018976,5635.36153486839,3309.61129409769,3431.46143017524,5107.92908716311,10703.7720391767,7335.21025184432,4916.29949126957,2496.46550612589,4462.66464005485,3008.36909272376,3806.9976213538,9229.36183320688,10417.0548783243,3004.27562202065,3216.03914741739,9470.59062906308,3978.73217745395,9139.98483871843,7442.8599269007,2958.06432956376,2962.09613070756,2660.4441170226,6467.18925895879,3798.55227483682,2760.63728992889,6223.85291287685,3516.68747839587,9432.62956896718,3562.54020846578,9646.84832373119,3926.25986491563,4617.21156695695,2193.44889221737,4400.82672993724,6990.24802010874,7955.42852828039,3190.22597094479,2624.25208618316,2861.97427801058,2849.27861742928,5278.03349689799,2723.72400803589,4512.29351867112,2759.52883652803,4472.22678280201,4278.63667444863,8365.53918856566,2112.97071287399,6117.0000691846,3124.07243083185,6547.34922432636,3252.30603951079,3319.3554445119,6578.88494582106,7257.30403554313,4691.89175644125,2882.76361570146,2291.63481544294,5835.50139936503,9300.88090610565,6662.6091649949,3072.66517532647,4006.84205573303,9802.7904599141,2956.72102842083,5653.15691685833,7336.62813190156,6707.44670018403,5473.53073658087,5257.75400260719,5415.93288062382,2542.95055435659,4238.26856899356,3158.6275885532,2532.32668978839,2423.10796825607,9469.77002774873,3070.58942686039
198_0877851,198.087785099577,112472.101334695,78308.203525628,75385.6908382509,102740.387212856,83223.5976404673,113979.112950776,70908.6808362083,66946.0023175477,79234.0562928564,80766.0975614425,99018.1306754802,95869.6926485172,74711.6795946352,121298.311896375,88951.9449748387,162281.161415715,70925.1618538267,69735.1857234966,92723.8481025986,68774.7891751723,92019.7191745414,70923.7253295999,81036.7493192764,62197.4040490676,85518.3401848186,85399.6498357703,80056.8332670966,103948.745020578,69843.7378137575,84178.2094270705,87849.9723048535,72944.4033765561,84097.0705259049,85141.2026650822,52817.581120024,106755.016183875,126377.237791494,100472.989821198,58330.6486931762,83213.7603847275,54259.5689917859,94369.6913185517,74515.7035902354,101790.434144099,89484.0470466004,96417.454008728,68041.5717012452,97292.4027371697,125171.862065447,84240.8862188078,92229.9318286629,125310.327466723,98477.4560566278,64213.4032256309,55119.4321275772,77241.5082488322,49562.3407729974,60601.1073539461,85467.2397273298,105619.691939957,170968.473433087,76514.6244946074,109671.965135371,175128.622103932,128444.024034138,43355.4708657375,84718.7763256555,96244.9498891924,94511.7479330818,151844.352332046,79307.8737060022,105673.112160959,81259.4511716251,102168.064965951,83495.7017329763,126605.052569218,99627.2549667127,121782.830286446,77416.2756076798,86067.2459491039,101384.091808915,75653.379629009,150202.030627192,92177.0742877213,90879.8685708974,114415.191310039,185180.298312813,123244.252660721,116056.627027306,115332.269538074,80513.1542771688,63679.862971442,108780.627762717,84745.4440459311,77712.0523831796,117109.396339411,95622.4541494949,100373.839099385,99943.9040026903,89466.4405013906,111615.066924426,66217.8355888059,58212.5633836872,119427.850749446,102034.804561667,61167.4969142539,109041.317401938,97321.5640888091,79306.1355106621,88302.4238501869,88880.1504117341,52713.9166309216,107192.351596231,81674.5381091616,73527.8619148704,67675.1925458626,71336.5592745414,148129.065459333,103016.482053142,80651.572649025,160580.075283197,112217.454383536,61344.9269933569,101460.354674107,84372.5719422521,106267.146732507,57540.6257488096,76169.7398575217,80417.8217930281,66722.5663453519,42673.4109756386,121533.430512606,62826.2165319434,116753.012386587,106362.277035391,71822.8613402635,66305.932822508,66636.5159610272,56891.3942980392,62580.1808140707,219629.404940957,59248.30238603,97108.4737437681,68637.3029817471,99576.2468652931,98898.5264321371,64770.2340456219,109744.003782238,76133.6491485717
