"","MEgreenyellow","MElightcyan","MEmagenta","MEmidnightblue","MEsalmon","MEtan","MEturquoise","MElightyellow","MEblue","MEgreen","MElightgreen","MEpurple","MEblack","MEcyan","MEgrey60","MEroyalblue","MEpink","MEred","MEgrey"
"D01A5",0.0144830320859798,0.0872367088053395,-0.091758429129349,-0.0295316470273914,0.00730719169949659,0.0985626265760232,0.0738903503418048,-0.0896272512370586,0.0127757309695108,0.091956762117523,0.058701627713552,0.0065878368254992,0.0213337549533222,0.0724014031306319,-0.0521331363300656,-0.0703559999188185,-0.0792365750117215,-0.0656405034332843,0.0367692231499045
"D01A6",0.0351544207913198,0.0350079025181338,0.0615699028012545,0.121225838598097,0.0823517292226479,0.214436825633388,0.150064360319837,-0.0829305044866899,-0.0665019795816752,0.0580542733129618,-0.112091126001436,0.00038598745531201,-0.070584631535127,-0.0101555244605313,-0.0340754774154577,-0.0693046330119305,-0.0227788556056818,-0.0145454441838275,-0.033707713481399
"D02A1",-0.101165190862288,-0.0408196939216323,-0.0322372434849885,-0.134049953104132,-0.102348356749822,-0.0635644375264026,-0.0712527962567181,0.0133201772892717,0.0628352905947649,-0.0254191278246153,-0.0122369771745602,0.127552258074176,0.0720231838491067,0.0955159158882047,0.0710979319476461,0.135186151043052,0.0705506211319889,-0.00279755599563296,-0.101498447445367
"D02A2",0.063466644053714,-0.0920581742876121,0.0905834120040913,0.0661754076620678,0.0221052675545507,0.0567549016989124,-0.00801214838537895,-0.105672632731331,-0.0954041922923262,-0.0894745579074878,0.0572667475706846,0.0951508483279243,-0.0600233492372722,0.0416671110946413,0.0525022831002131,-0.00407385729397424,0.0236447100496112,-0.00327183867763025,0.0354782484108249
"D02A3",-0.101178237570265,-0.0499545057468184,-0.0478820757635304,-0.112143785651246,-0.0834675099072814,0.0167511765308924,-0.0023340970873485,0.0926030271557956,0.070863683329423,0.0565617607963627,0.0193945684810044,0.00533779512721317,0.105714879867074,0.0888233293723655,0.0304694873796122,-0.150064926215907,-0.0574481756244262,-0.0518847237485774,-0.063886235107981
"D02A4",-0.0467115250321041,-0.00327040510325362,-0.111116353839855,-0.095760611472919,-0.0451359788363135,-0.0288611910882828,-0.0611480885139469,0.0932757143496227,0.11985470839629,0.0371503936473133,0.0238553844751027,0.0990080215548424,0.0776595975969378,0.0490871113267201,-0.0199655623327436,-0.0624287722257888,-0.0726300752649479,-0.0278178525301031,0.0211393213865092
"D02A5",-0.0090653603678092,0.0318917429976985,-0.0943198298223539,-0.095966444876249,-0.0761698500407263,-0.0193210710248104,-0.0184072654139059,0.0686421980398996,0.0651693754118444,0.0508355191375786,0.101301981011396,-0.0037728128310525,0.0874196370399864,0.0560271484037952,-0.0234624878077085,0.116557097398376,-0.0711474092969333,-0.058540329543652,-0.067763657795241
"D02A6",-0.0574397859023736,-0.169833484623904,0.109794149224363,0.0305409600202626,0.0244542172474225,0.10804520706989,0.012649915115025,0.0180878515692139,-0.0777040134791828,-0.0775043641495,0.142684949824819,-0.0110972834010748,-0.0881583552876882,-0.0277138623131749,0.0172485642094352,0.0521204843299326,0.192909408181233,0.050278814627109,-0.000292668191108182
"D03A1",-0.0165857255791347,0.0017822935514408,-0.0931476971444445,-0.076729002818686,-0.00743848950340174,-0.058859828643309,0.0622748893024565,0.143012962454752,0.104678882675638,0.111942641230034,0.0231398143493713,0.0688825642305096,-0.0298850308362109,-0.0503605305237738,-0.116416550838906,-0.0485484984813863,-0.052462057639982,-0.00230622989631585,-0.0037231004949426
"D03A2",-0.117690858399782,-0.0846334913338191,-0.0810722900216331,-0.106301573412212,-0.0201209355409955,-0.144841568817084,-0.0987178380828001,0.156576322316454,0.117892391342536,0.0165720045919845,0.0234895514977306,-0.00728939027636772,0.152139533434253,0.083631292711071,0.0497622260656172,-0.00608766708144864,-0.0475207901385674,-0.0146009798730993,0.000335968393410751
"D03A3",0.138776771348902,0.046953892095755,0.106622267533637,0.0833753808913122,-0.0256052132369571,-0.0433754736023242,-0.112468562706181,-0.00739269688141038,-0.118504638704326,-0.165531245552449,0.0187909961996534,-0.0779546604804602,0.00401133444011168,0.0113103590927159,0.106068699225719,-0.0230755347332084,-0.0270810748943118,-0.00562369431296434,0.0444473627091861
"D03A4",0.0612679898250867,0.126000804956142,-0.0672227140136547,0.0020908688159825,-0.0417278161849855,0.0756314153784519,0.0437230949632045,0.02313789170321,0.00394879214642673,0.0823420219662734,-0.0346882911536099,-0.146972779016944,0.0212888609990313,-0.101116103347636,-0.0666262785722072,-0.131968978397783,-0.052576591300852,-0.0748790323039078,-0.00899072679460209
"D03A5",0.0257311536632164,-0.0178724278449753,0.0661330787079876,0.0284272035482442,-0.0244504500399983,0.0855059740897397,0.00447390538539184,-0.0811006471098361,-0.0575793415705644,-0.0179419983901453,-0.0791719451613036,0.037694291626878,0.0497881692862403,0.0991429506961679,0.0516299862086336,-0.0213225818194517,-0.0453921975147673,-0.057411552131498,-0.0587776809099678
"D03A6",0.0134827342977035,0.0202642865314128,-0.087564877330788,-0.0794314639993257,-0.124717813698603,-0.0284835580916756,-0.115061484836293,0.114687345383439,0.0702009208682444,0.00576958796341045,0.0114300864225213,-0.0524372583511974,0.0948677619063394,0.0237274086043873,0.0279562331454571,0.0704105122253029,-0.00111308827656632,-0.022702503771517,0.0139239281699334
"D04A1",-0.00705474892002664,0.049814810162176,-0.0988072922184283,-0.0294488030645685,-0.00183840806007962,-0.0817199430277886,-0.0794949547453627,-0.0443358475211548,0.0438982156783529,-0.000701161965635002,-0.0860986500983389,0.0427902413451719,0.0545005310877919,0.0311675440918128,0.0240856455868531,0.0221378305801377,-0.0776380585408403,0.0456599449039353,-0.000491246947625278
"D04A2",-0.131116164484505,-0.0968712743354798,-0.0325765386107668,-0.0623110831513677,-0.0145429664703791,0.0466807448603698,0.0811120868674625,-0.0539470469748502,0.0497283063620819,0.115900488481017,-0.0315509008893012,-0.0165624236788179,0.0594340367906075,0.0631741384670299,-0.0143592342055666,-0.0447982056570919,0.0248378333660062,-0.0660787061292226,-0.0357408793771122
"D04A3",-0.000112490440411537,0.0595780603599054,-0.0260564465161797,-0.0132666688527572,-0.00214341289564389,-0.107377325307276,-0.0593681329745405,0.06457011914419,0.0789145259344622,0.0279517216781723,-0.00127701394811056,-0.150796447878793,0.0285943552432439,-0.116556147474064,-0.047856622310055,-0.0110483051660502,-0.0301511981723187,0.00237540906859358,0.128631346927234
"D04A4",-0.153665538291334,-0.126468533561821,-0.0581824263331222,-0.0974557478483749,-0.00610484703642464,-0.0241285670134403,0.0178308089530848,-0.069290151558858,0.116426165015292,0.0983279987977305,-0.0137001068580714,0.0800196084981816,0.0478661689216355,0.024217991183582,-0.0115134422568328,0.0263476257714856,-0.0638267732059812,-0.018299291706474,-0.0294628577885365
"D04A5",-0.0211346992250105,-0.108862906312027,0.091792296323295,0.0711329097191108,0.0225248502724511,0.0736967177553329,-0.0753898954422055,-0.0899286735374509,-0.120387834740056,-0.148820936934521,0.0770518518703627,0.090273475881393,-0.0346770604929912,0.121410124715582,0.105105932689275,0.0725929117814002,0.0636477025501522,-0.014539632621432,-0.0930373380067414
"D04A6",0.00481192484135274,-0.0502052702833546,0.114436335496008,0.0041055948456183,-0.0870951288944362,0.0786573538357711,-0.0721357797164001,-0.0343530752613704,-0.0765725202494852,-0.13113873064735,0.136738049301981,0.0707356240890757,0.0247784793573645,0.0924265816555694,0.124280827415414,-0.0156495414951487,0.0116765682958096,0.000830320935679846,0.0224267032706459
"D05A1",-0.00520260168844056,0.0137220716370787,-0.0961628403190257,-0.0800048154552123,-0.101793481492765,-0.0192275086839242,-0.0897172133799988,0.0755678781631721,0.0571911014535131,0.0115581878627751,0.00144355011683677,0.00629052335802552,0.123730908095341,0.0749169649565431,0.0646946611376504,-0.0146018912781937,-0.0486300928768078,-0.00618584113646413,-0.0522108270169588
"D05A2",-0.0388956439550517,-0.11253764703276,0.136764423558437,-0.000176783319246801,-0.0917744294597957,-0.0128749961818738,-0.069300162706563,0.002381895892774,-0.0410703450351792,-0.123505437127425,0.148936354769893,0.0123218680525938,0.0659275487322962,0.0978517568945453,0.1819631368028,-0.0211744729942403,0.0138698191400085,0.00848789892675661,0.0346563258613893
"D05A3",0.121340488064715,0.156411270764799,-0.101367641742661,-0.0261701083936773,-0.10172100533597,-0.0462599240483815,-0.215477353884439,0.00400586987988233,0.0214575202042844,-0.0933811185436615,-0.0110102581195498,-0.0562702532077397,0.0994183510874542,-0.0264426585668998,0.0176622846994611,-0.0293823991897468,-0.0279464067776972,-0.0130766821781772,-0.0846741827187895
"D05A4",0.0252926333170067,-0.146670273110692,0.100364428599272,-0.0164086676928414,-0.128678266931842,0.0534300618756449,-0.0888354254390538,-0.125307637731202,-0.0696363615941932,-0.0946638461598037,0.0924015722698061,-0.0260474676758071,0.0260587034717941,0.0766252523535431,0.12297507450616,-0.0338166251487372,0.148295084966595,0.00466614799221882,0.0436187318276178
"D05A5",-0.133927652682394,-0.0934793690480175,-0.0980891957672369,-0.130848431357078,-0.104393784390837,-0.0105275272247106,-0.0339268489731251,0.0522316370981634,0.123631113993786,0.0682275099450957,0.0692291755488509,-0.0329176022676214,0.158927903104964,0.0712577805950131,0.0217371845713711,-0.018871339505624,-0.058532931631436,-0.0608817058923531,-0.0264682331816554
"D05A6",-0.0135055305515779,-0.00454406397046477,-0.0766194992768142,-0.0603042592985031,-0.0395680920820521,-0.0407289974290092,-0.0593092303035187,0.0318113198695044,0.07123785206228,0.0188377546514104,0.0548676814324906,-0.0731909144918061,0.0971390938387851,0.00963740283535845,-0.0203685944336507,0.119733855718118,-0.0683232740529815,-0.0424711267755512,-0.056138977846672
