"source_metabolite","target_metabolite","tom_weight","module"
"306_0834883","307_0956715",0.407362502840867,"MEturquoise"
"179_062647","309_1112991",0.262974553417123,"MEturquoise"
"180_9045548","309_1112991",0.277556744216196,"MEturquoise"
"191_0408271","309_1112991",0.326552262868972,"MEturquoise"
"214_006924","309_1112991",0.345995591232583,"MEturquoise"
"216_015376","309_1112991",0.272337490553294,"MEturquoise"
"249_0965969","309_1112991",0.269048691808664,"MEturquoise"
"250_0999527","309_1112991",0.258643267905668,"MEturquoise"
"260_027772","309_1112991",0.253842573061519,"MEturquoise"
"269_0802017","309_1112991",0.296314635391164,"MEturquoise"
"271_0784932","309_1112991",0.354865187169371,"MEturquoise"
"272_0816753","309_1112991",0.253136638448152,"MEturquoise"
"279_0643893","309_1112991",0.282446699317869,"MEturquoise"
"287_0523403","309_1112991",0.294960726217979,"MEturquoise"
"287_0710009","309_1112991",0.276537303496476,"MEturquoise"
"295_0956611","309_1112991",0.342597369099239,"MEturquoise"
"297_1113372","309_1112991",0.30593701266332,"MEturquoise"
"303_0643956","309_1112991",0.269662423981654,"MEturquoise"
"299_2258084","312_2447912",0.255411482528519,"MEturquoise"
"298_2289545","312_2471734",0.264869937659287,"MEturquoise"
"299_2258084","312_2471734",0.288026762833529,"MEturquoise"
"180_9045548","317_0566504",0.265848683389563,"MEturquoise"
"191_0408271","317_0566504",0.319941313214731,"MEturquoise"
"214_006924","317_0566504",0.341578110828932,"MEturquoise"
"216_015376","317_0566504",0.265205110129926,"MEturquoise"
