"source_metabolite","target_metabolite","tom_weight","module"
"269_0802017","317_0566504",0.332661000628428,"MEturquoise"
"271_0784932","317_0566504",0.347699364132301,"MEturquoise"
"279_0643893","317_0566504",0.345342901859642,"MEturquoise"
"281_0800824","317_0566504",0.314449337948048,"MEturquoise"
"282_083494","317_0566504",0.313487882199539,"MEturquoise"
"283_0758788","317_0566504",0.306059231897738,"MEturquoise"
"285_0540661","317_0566504",0.255750894376705,"MEturquoise"
"287_0523403","317_0566504",0.286152001367636,"MEturquoise"
"287_0710009","317_0566504",0.280384073064945,"MEturquoise"
"295_0956611","317_0566504",0.368131070184338,"MEturquoise"
"297_0539403","317_0566504",0.285753481956133,"MEturquoise"
"297_1113372","317_0566504",0.333074862669313,"MEturquoise"
"303_0643956","317_0566504",0.294913106752549,"MEturquoise"
"304_0959721","317_0566504",0.262505587566772,"MEturquoise"
"305_0800464","317_0566504",0.325836192900782,"MEturquoise"
"306_0834883","317_0566504",0.321882423592363,"MEturquoise"
"307_0956715","317_0566504",0.311239266442545,"MEturquoise"
"180_9045548","319_9702653",0.251285204842289,"MEturquoise"
"191_0408271","319_9702653",0.292478714432582,"MEturquoise"
"214_006924","319_9702653",0.305025005289744,"MEturquoise"
"216_015376","319_9702653",0.253759384426188,"MEturquoise"
"269_0802017","319_9702653",0.267486565763621,"MEturquoise"
"271_0784932","319_9702653",0.312886805060905,"MEturquoise"
"279_0643893","319_9702653",0.253332751582499,"MEturquoise"
"287_0523403","319_9702653",0.274194993416509,"MEturquoise"
"295_0956611","319_9702653",0.304457146987767,"MEturquoise"
"297_1113372","319_9702653",0.273835424808433,"MEturquoise"
"180_9045548","321_0538935",0.256663861767614,"MEturquoise"
"191_0408271","321_0538935",0.312600962979859,"MEturquoise"
"214_006924","321_0538935",0.330351903013672,"MEturquoise"
"216_015376","321_0538935",0.264925712397047,"MEturquoise"
"269_0802017","321_0538935",0.351705017973713,"MEturquoise"
"271_0784932","321_0538935",0.334863166878866,"MEturquoise"
"279_0643893","321_0538935",0.392153587809241,"MEturquoise"
"281_0800824","321_0538935",0.374923259869884,"MEturquoise"
"282_083494","321_0538935",0.36763663837063,"MEturquoise"
"283_0758788","321_0538935",0.326358923085262,"MEturquoise"
"287_0523403","321_0538935",0.284743243930443,"MEturquoise"
"287_0710009","321_0538935",0.259607935288401,"MEturquoise"
"295_0956611","321_0538935",0.373507438260211,"MEturquoise"
"297_0539403","321_0538935",0.301525972832026,"MEturquoise"
"297_1113372","321_0538935",0.345465102501203,"MEturquoise"
"303_0643956","321_0538935",0.307849130487992,"MEturquoise"
"304_0959721","321_0538935",0.255358667366162,"MEturquoise"
"305_0800464","321_0538935",0.350647793718334,"MEturquoise"
"306_0834883","321_0538935",0.344299200957991,"MEturquoise"
"307_0956715","321_0538935",0.373386566401934,"MEturquoise"
"317_0566504","321_0538935",0.298604909886163,"MEturquoise"
"179_062647","321_0748927",0.273697267234021,"MEturquoise"
"180_9045548","321_0748927",0.279340220753212,"MEturquoise"
"191_0408271","321_0748927",0.323261971563553,"MEturquoise"
"214_006924","321_0748927",0.341566653682943,"MEturquoise"
"216_015376","321_0748927",0.268209209206261,"MEturquoise"
"249_0965969","321_0748927",0.284745922853659,"MEturquoise"
"250_0999527","321_0748927",0.27419926172391,"MEturquoise"
"260_027772","321_0748927",0.257986212559465,"MEturquoise"
"269_0802017","321_0748927",0.280330484284616,"MEturquoise"
"271_0784932","321_0748927",0.354644801817969,"MEturquoise"
"279_0643893","321_0748927",0.262941937009777,"MEturquoise"
"281_0800824","321_0748927",0.257941186064563,"MEturquoise"
"282_083494","321_0748927",0.257310502413373,"MEturquoise"
"283_0758788","321_0748927",0.251289127182867,"MEturquoise"
"287_0523403","321_0748927",0.288776281259296,"MEturquoise"
"287_0710009","321_0748927",0.272119187372651,"MEturquoise"
"295_0956611","321_0748927",0.329056707277488,"MEturquoise"
"297_1113372","321_0748927",0.293270136378707,"MEturquoise"
"303_0643956","321_0748927",0.263429214348116,"MEturquoise"
"304_0959721","321_0748927",0.250986742621364,"MEturquoise"
"307_0956715","321_0748927",0.254970544555273,"MEturquoise"
"309_1112991","321_0748927",0.263546070016403,"MEturquoise"
"180_9045548","323_069499",0.251191392480223,"MEturquoise"
"191_0408271","323_069499",0.304524496841621,"MEturquoise"
"214_006924","323_069499",0.32341380779423,"MEturquoise"
"216_015376","323_069499",0.260579093744084,"MEturquoise"
"269_0802017","323_069499",0.34213189740993,"MEturquoise"
"271_0784932","323_069499",0.324633152073483,"MEturquoise"
"279_0643893","323_069499",0.370247677157757,"MEturquoise"
"281_0800824","323_069499",0.348003698280333,"MEturquoise"
"282_083494","323_069499",0.342275278737865,"MEturquoise"
"283_0758788","323_069499",0.313966830319663,"MEturquoise"
"287_0523403","323_069499",0.284857548645468,"MEturquoise"
"295_0956611","323_069499",0.364156210938326,"MEturquoise"
"297_0539403","323_069499",0.273616287502728,"MEturquoise"
"297_1113372","323_069499",0.338465641439165,"MEturquoise"
"303_0643956","323_069499",0.297819806627986,"MEturquoise"
"304_0959721","323_069499",0.254345341962845,"MEturquoise"
"305_0800464","323_069499",0.305610593645789,"MEturquoise"
"306_0834883","323_069499",0.29997602575177,"MEturquoise"
"307_0956715","323_069499",0.345908836952953,"MEturquoise"
"317_0566504","323_069499",0.297056861003498,"MEturquoise"
"321_0538935","323_069499",0.293447575561168,"MEturquoise"
"179_062647","323_0905659",0.265343763463675,"MEturquoise"
"180_9045548","323_0905659",0.283212948796815,"MEturquoise"
"191_0408271","323_0905659",0.324844647161683,"MEturquoise"
"214_006924","323_0905659",0.344649966911062,"MEturquoise"
"216_015376","323_0905659",0.271201367761489,"MEturquoise"
"218_0220922","323_0905659",0.256948863445751,"MEturquoise"
"249_0965969","323_0905659",0.276362524125565,"MEturquoise"
"250_0999527","323_0905659",0.266473686482139,"MEturquoise"
"269_0802017","323_0905659",0.274755327495351,"MEturquoise"
"271_0784932","323_0905659",0.358296215492708,"MEturquoise"
"272_0816753","323_0905659",0.251036201463176,"MEturquoise"
"279_0643893","323_0905659",0.254193991336966,"MEturquoise"
"287_0523403","323_0905659",0.287748999888491,"MEturquoise"
"287_0710009","323_0905659",0.291872002872177,"MEturquoise"
"295_0956611","323_0905659",0.329154168034921,"MEturquoise"
"297_1113372","323_0905659",0.287530072496581,"MEturquoise"
"303_0643956","323_0905659",0.256237629433013,"MEturquoise"
"321_0748927","323_0905659",0.259542815471871,"MEturquoise"
"191_0408271","325_1061346",0.280357024046132,"MEturquoise"
"214_006924","325_1061346",0.296811123047505,"MEturquoise"
"249_0965969","325_1061346",0.256914389981315,"MEturquoise"
"271_0784932","325_1061346",0.306260873730012,"MEturquoise"
"287_0523403","325_1061346",0.253855657199904,"MEturquoise"
"295_0956611","325_1061346",0.279261986737327,"MEturquoise"
"180_9045548","327_0157709",0.257615712412793,"MEturquoise"
"191_0408271","327_0157709",0.312688489516923,"MEturquoise"
"214_006924","327_0157709",0.327584224897584,"MEturquoise"
"216_015376","327_0157709",0.268081335282117,"MEturquoise"
"218_0220922","327_0157709",0.268648890310678,"MEturquoise"
"269_0802017","327_0157709",0.265887567016959,"MEturquoise"
"271_0784932","327_0157709",0.333518032037276,"MEturquoise"
"279_0643893","327_0157709",0.256303520390893,"MEturquoise"
"287_0523403","327_0157709",0.277786612099163,"MEturquoise"
"287_0710009","327_0157709",0.296067211667645,"MEturquoise"
"295_0956611","327_0157709",0.31471430195894,"MEturquoise"
"297_1113372","327_0157709",0.269789339420695,"MEturquoise"
"299_2258084","329_2542074",0.253630419320774,"MEturquoise"
"312_2447912","333_2491312",0.250058347611077,"MEturquoise"
"312_2471734","333_2491312",0.274568052223373,"MEturquoise"
"249_0965969","348_0800177",0.256494500192627,"MEturquoise"
"271_0784932","348_0800177",0.257715475663564,"MEturquoise"
"111_0897684","349_0673957",0.274240814753922,"MEturquoise"
"180_9045548","349_0673957",0.269631353118974,"MEturquoise"
"191_0408271","349_0673957",0.328087717081791,"MEturquoise"
"214_006924","349_0673957",0.349054654967155,"MEturquoise"
"216_015376","349_0673957",0.271397250354752,"MEturquoise"
"218_0220922","349_0673957",0.255767502909523,"MEturquoise"
"269_0802017","349_0673957",0.346987759742685,"MEturquoise"
"271_0784932","349_0673957",0.354844590393139,"MEturquoise"
"279_0643893","349_0673957",0.373364160891816,"MEturquoise"
"281_0800824","349_0673957",0.405962371025539,"MEturquoise"
"282_083494","349_0673957",0.404211390054228,"MEturquoise"
"283_0758788","349_0673957",0.388448161138522,"MEturquoise"
"285_0540661","349_0673957",0.298805456618404,"MEturquoise"
"287_0523403","349_0673957",0.290567828978551,"MEturquoise"
"287_0710009","349_0673957",0.289269769060469,"MEturquoise"
"295_0956611","349_0673957",0.380487566441486,"MEturquoise"
"297_0539403","349_0673957",0.373948647611503,"MEturquoise"
"297_1113372","349_0673957",0.344434373508107,"MEturquoise"
"303_0643956","349_0673957",0.323091424438527,"MEturquoise"
"304_0959721","349_0673957",0.3192468666464,"MEturquoise"
"305_0800464","349_0673957",0.427521040094471,"MEturquoise"
"306_0834883","349_0673957",0.418890729378817,"MEturquoise"
"307_0956715","349_0673957",0.398267553101118,"MEturquoise"
"309_1112991","349_0673957",0.268697229116448,"MEturquoise"
"317_0566504","349_0673957",0.339989739176066,"MEturquoise"
"321_0538935","349_0673957",0.391410786360929,"MEturquoise"
"323_069499","349_0673957",0.362753969446852,"MEturquoise"
"327_0157709","349_0673957",0.253806350057881,"MEturquoise"
"214_006924","392_0348944",0.260838439467091,"MEturquoise"
"271_0784932","392_0348944",0.272829339172143,"MEturquoise"
"179_062647","414_016718",0.260744372912587,"MEturquoise"
"180_9045548","414_016718",0.281412790836348,"MEturquoise"
"191_0408271","414_016718",0.32251323395981,"MEturquoise"
"214_006924","414_016718",0.341420250219428,"MEturquoise"
"216_015376","414_016718",0.267893492136835,"MEturquoise"
"218_0220922","414_016718",0.258890860310116,"MEturquoise"
"226_0459948","414_016718",0.255748784402439,"MEturquoise"
"249_0965969","414_016718",0.268471300868618,"MEturquoise"
"250_0999527","414_016718",0.259367610490513,"MEturquoise"
"269_0802017","414_016718",0.274005199099285,"MEturquoise"
"271_0784932","414_016718",0.353392436029509,"MEturquoise"
"279_0643893","414_016718",0.269503758169011,"MEturquoise"
"281_0800824","414_016718",0.267601724995119,"MEturquoise"
"282_083494","414_016718",0.266817121040181,"MEturquoise"
"283_0758788","414_016718",0.257856917553176,"MEturquoise"
"287_0523403","414_016718",0.280384949884843,"MEturquoise"
"287_0710009","414_016718",0.296402381604861,"MEturquoise"
"295_0956611","414_016718",0.325045253560651,"MEturquoise"
"297_1113372","414_016718",0.28152762025655,"MEturquoise"
"303_0643956","414_016718",0.275686192702323,"MEturquoise"
"304_0959721","414_016718",0.255921128076345,"MEturquoise"
"305_0800464","414_016718",0.255790155501746,"MEturquoise"
"306_0834883","414_016718",0.252101274561858,"MEturquoise"
"307_0956715","414_016718",0.26491159817126,"MEturquoise"
"309_1112991","414_016718",0.255818118927149,"MEturquoise"
"317_0566504","414_016718",0.25687287466382,"MEturquoise"
"321_0748927","414_016718",0.256589806255874,"MEturquoise"
"323_0905659","414_016718",0.266947779967675,"MEturquoise"
"349_0673957","414_016718",0.262869859476639,"MEturquoise"
"180_9045548","417_0285956",0.250157210147773,"MEturquoise"
"191_0408271","417_0285956",0.294968120805736,"MEturquoise"
"210_0507879","417_0285956",0.262124537476995,"MEturquoise"
"214_006924","417_0285956",0.312653622921773,"MEturquoise"
"216_015376","417_0285956",0.251796117922495,"MEturquoise"
"218_0220922","417_0285956",0.268436341941585,"MEturquoise"
"235_0576314","417_0285956",0.252307244635977,"MEturquoise"
"269_0802017","417_0285956",0.282792158912203,"MEturquoise"
"271_0784932","417_0285956",0.320607368199917,"MEturquoise"
"279_0643893","417_0285956",0.282618832432716,"MEturquoise"
"281_0800824","417_0285956",0.272767893624379,"MEturquoise"
"282_083494","417_0285956",0.271827015724431,"MEturquoise"
"283_0758788","417_0285956",0.264110365463992,"MEturquoise"
"287_0523403","417_0285956",0.258050107360205,"MEturquoise"
"287_0710009","417_0285956",0.297836993271203,"MEturquoise"
"295_0956611","417_0285956",0.303601759004129,"MEturquoise"
"297_0539403","417_0285956",0.256527768331975,"MEturquoise"
"297_1113372","417_0285956",0.277442576319501,"MEturquoise"
"303_0643956","417_0285956",0.284399692624179,"MEturquoise"
"304_0959721","417_0285956",0.270832495072354,"MEturquoise"
"305_0800464","417_0285956",0.264505499599323,"MEturquoise"
"306_0834883","417_0285956",0.259884416234171,"MEturquoise"
"307_0956715","417_0285956",0.273464287198709,"MEturquoise"
"309_1112991","417_0285956",0.258698939916074,"MEturquoise"
"317_0566504","417_0285956",0.275646975447962,"MEturquoise"
"321_0538935","417_0285956",0.255886479560062,"MEturquoise"
"323_0905659","417_0285956",0.269762715652875,"MEturquoise"
"327_0157709","417_0285956",0.286000068594597,"MEturquoise"
"349_0673957","417_0285956",0.283983891952698,"MEturquoise"
"414_016718","417_0285956",0.273259637026821,"MEturquoise"
"111_0897684","417_0546836",0.265149433335216,"MEturquoise"
"180_9045548","417_0546836",0.274963472562869,"MEturquoise"
"191_0408271","417_0546836",0.333917056209814,"MEturquoise"
"210_0507879","417_0546836",0.253971455282827,"MEturquoise"
"214_006924","417_0546836",0.355767383102343,"MEturquoise"
"216_015376","417_0546836",0.275079979190877,"MEturquoise"
"218_0220922","417_0546836",0.264399091840411,"MEturquoise"
"269_0802017","417_0546836",0.338728725588614,"MEturquoise"
"271_0784932","417_0546836",0.361923340887753,"MEturquoise"
"279_0643893","417_0546836",0.36149439733047,"MEturquoise"
"281_0800824","417_0546836",0.384219082868898,"MEturquoise"
"282_083494","417_0546836",0.38263668456071,"MEturquoise"
"283_0758788","417_0546836",0.370128260853371,"MEturquoise"
"285_0540661","417_0546836",0.299222797045848,"MEturquoise"
"287_0523403","417_0546836",0.294186858760318,"MEturquoise"
"287_0710009","417_0546836",0.29939825327466,"MEturquoise"
"295_0956611","417_0546836",0.37775236226285,"MEturquoise"
"297_0539403","417_0546836",0.350412099010547,"MEturquoise"
"297_1113372","417_0546836",0.338893868710418,"MEturquoise"
"303_0643956","417_0546836",0.32311903144743,"MEturquoise"
"304_0959721","417_0546836",0.318901414746795,"MEturquoise"
"305_0800464","417_0546836",0.397357498859421,"MEturquoise"
"306_0834883","417_0546836",0.390599024034044,"MEturquoise"
"307_0956715","417_0546836",0.377809752442017,"MEturquoise"
"309_1112991","417_0546836",0.279368151672587,"MEturquoise"
"317_0566504","417_0546836",0.335126345394606,"MEturquoise"
"321_0538935","417_0546836",0.363985431995221,"MEturquoise"
"321_0748927","417_0546836",0.259955547034917,"MEturquoise"
"323_069499","417_0546836",0.348641124646801,"MEturquoise"
"323_0905659","417_0546836",0.257994110923936,"MEturquoise"
"327_0157709","417_0546836",0.267290943936133,"MEturquoise"
"349_0673957","417_0546836",0.357229905415454,"MEturquoise"
"414_016718","417_0546836",0.268549579688939,"MEturquoise"
"417_0285956","417_0546836",0.292342223887549,"MEturquoise"
"191_0408271","478_0374974",0.268062940391971,"MEturquoise"
"214_006924","478_0374974",0.28206159772016,"MEturquoise"
"271_0784932","478_0374974",0.294333924545006,"MEturquoise"
"287_0710009","478_0374974",0.264462331340308,"MEturquoise"
"295_0956611","478_0374974",0.268547905602159,"MEturquoise"
"417_0285956","478_0374974",0.256019512983848,"MEturquoise"
"253_0115778","253_0479293",0.254510235882408,"MEgreen"
"207_9899437","253_9956052",0.255852909687331,"MEgreen"
"226_000788","253_9956052",0.257598894177405,"MEgreen"
"253_0115778","253_9956052",0.276967624775708,"MEgreen"
"253_9956052","260_8767598",0.256263455528369,"MEgreen"
"134_0691863","262_0118258",0.252954486886994,"MEgreen"
"207_9899437","262_0118258",0.284949048765694,"MEgreen"
"226_000788","262_0118258",0.274740426953813,"MEgreen"
"226_9013529","262_0118258",0.272463833727527,"MEgreen"
"242_8661683","262_0118258",0.2722358579071,"MEgreen"
"253_0115778","262_0118258",0.312615696372665,"MEgreen"
"253_0479293","262_0118258",0.289867307569,"MEgreen"
"253_9956052","262_0118258",0.308268329852153,"MEgreen"
"260_8767598","262_0118258",0.272988464070769,"MEgreen"
"262_0118258","265_0616259",0.257626492966431,"MEgreen"
"262_0118258","272_0214034",0.254153618054636,"MEgreen"
"226_9013529","272_9068082",0.254919712481662,"MEgreen"
"253_9956052","272_9068082",0.260393437911579,"MEgreen"
"262_0118258","272_9068082",0.291164270776821,"MEgreen"
"122_9249401","275_9774435",0.282481474776843,"MEgreen"
"134_0691863","275_9774435",0.288466333767663,"MEgreen"
"195_9897689","275_9774435",0.295946628048568,"MEgreen"
"207_9899437","275_9774435",0.306074833782665,"MEgreen"
"226_000788","275_9774435",0.305847639015738,"MEgreen"
"226_9013529","275_9774435",0.310611903601488,"MEgreen"
"242_8661683","275_9774435",0.256021629836221,"MEgreen"
"253_0115778","275_9774435",0.288386444517154,"MEgreen"
"253_0479293","275_9774435",0.284525591852097,"MEgreen"
"253_9956052","275_9774435",0.29925440821394,"MEgreen"
"260_8767598","275_9774435",0.27224065788456,"MEgreen"
"262_0118258","275_9774435",0.30365628895708,"MEgreen"
"263_9774587","275_9774435",0.297717606187401,"MEgreen"
"272_9068082","275_9774435",0.308418368156805,"MEgreen"
"274_0434475","275_9774435",0.26082010940767,"MEgreen"
"240_0300063","277_9767446",0.259578047814112,"MEgreen"
"241_0617191","277_9767446",0.259122019210807,"MEgreen"
"268_9765339","277_9767446",0.261552669638086,"MEgreen"
"253_0115778","281_0540306",0.282808984926267,"MEgreen"
"253_0479293","281_0540306",0.263214237313034,"MEgreen"
"253_9956052","281_0540306",0.276767981887157,"MEgreen"
"262_0118258","281_0540306",0.319654099853323,"MEgreen"
"272_9068082","281_0540306",0.250484585126059,"MEgreen"
"275_9774435","281_0540306",0.303495053698886,"MEgreen"
"199_0394739","282_9921512",0.252141333413255,"MEgreen"
"231_0660022","282_9921512",0.255363550271574,"MEgreen"
"240_0300063","282_9921512",0.255281204062184,"MEgreen"
"241_0617191","282_9921512",0.273706598977331,"MEgreen"
"253_0115778","282_9921512",0.252048857349119,"MEgreen"
"277_9767446","282_9921512",0.273496727637639,"MEgreen"
"275_9774435","288_0162607",0.276771341807599,"MEgreen"
"253_0115778","288_8716736",0.258654486844723,"MEgreen"
"262_0118258","288_8716736",0.282181592251055,"MEgreen"
"277_9767446","288_8716736",0.263938156108861,"MEgreen"
"282_9921512","288_8716736",0.276962580604685,"MEgreen"
"262_0118258","296_0252207",0.255476837716367,"MEgreen"
"275_9774435","296_0252207",0.299419393400741,"MEgreen"
"277_9767446","298_8795599",0.252127145100868,"MEgreen"
"262_0118258","310_8533006",0.276530706779584,"MEgreen"
"275_9774435","310_8533006",0.291764132948733,"MEgreen"
"241_0617191","311_0670796",0.255444560273764,"MEgreen"
"277_9767446","311_0670796",0.266408324132105,"MEgreen"
"282_9921512","311_0670796",0.272299558118306,"MEgreen"
"288_8716736","311_0670796",0.258396410923595,"MEgreen"
"277_9767446","315_0182891",0.263596175607497,"MEgreen"
"282_9921512","315_0182891",0.273228049834001,"MEgreen"
"262_0118258","319_9872134",0.262897438133067,"MEgreen"
"275_9774435","319_9872134",0.25264951045876,"MEgreen"
"275_9774435","320_8703151",0.296546063166825,"MEgreen"
"134_0691863","320_9987095",0.250895733984426,"MEgreen"
"195_9897689","320_9987095",0.265587081967482,"MEgreen"
"207_9899437","320_9987095",0.278384615310502,"MEgreen"
"226_000788","320_9987095",0.281513382540257,"MEgreen"
"226_9013529","320_9987095",0.266654409802808,"MEgreen"
"242_8661683","320_9987095",0.257925816540944,"MEgreen"
"253_0115778","320_9987095",0.296056268520255,"MEgreen"
"253_0479293","320_9987095",0.276780399761316,"MEgreen"
"253_9956052","320_9987095",0.295055336169456,"MEgreen"
"260_8767598","320_9987095",0.266307428458771,"MEgreen"
"262_0118258","320_9987095",0.315998396883301,"MEgreen"
"272_9068082","320_9987095",0.280177924922791,"MEgreen"
"275_9774435","320_9987095",0.315548504977942,"MEgreen"
"281_0540306","320_9987095",0.300516368645983,"MEgreen"
"288_8716736","320_9987095",0.254285979931183,"MEgreen"
"296_0252207","320_9987095",0.257022215900018,"MEgreen"
"310_8533006","320_9987095",0.275670787361533,"MEgreen"
"319_9872134","320_9987095",0.259488927605947,"MEgreen"
"262_0118258","321_0351244",0.257526291719643,"MEgreen"
"275_9774435","321_0351244",0.309215744109331,"MEgreen"
"320_9987095","321_0351244",0.264432416591214,"MEgreen"
"148_0186093","323_9821448",0.251653224828391,"MEgreen"
"199_0394739","323_9821448",0.266435909804513,"MEgreen"
"240_0300063","323_9821448",0.276198466086779,"MEgreen"
"241_0617191","323_9821448",0.266715203306662,"MEgreen"
"268_9765339","323_9821448",0.278322497629977,"MEgreen"
"269_9605548","323_9821448",0.270323274765234,"MEgreen"
"277_9767446","323_9821448",0.273581410296998,"MEgreen"
"282_9921512","323_9821448",0.272591244857223,"MEgreen"
"298_8795599","323_9821448",0.253165993329161,"MEgreen"
"311_0670796","323_9821448",0.262994913140462,"MEgreen"
"315_0182891","323_9821448",0.267983419631928,"MEgreen"
"262_0118258","326_0529081",0.251644481911477,"MEgreen"
"275_9774435","326_0529081",0.305968042284488,"MEgreen"
"320_9987095","326_0529081",0.260981341815344,"MEgreen"
"134_0691863","329_9990946",0.251450294695887,"MEgreen"
"195_9897689","329_9990946",0.251531669409208,"MEgreen"
"207_9899437","329_9990946",0.273532244324335,"MEgreen"
"226_000788","329_9990946",0.268706585372613,"MEgreen"
"226_9013529","329_9990946",0.268698381242576,"MEgreen"
"242_8661683","329_9990946",0.252640651464829,"MEgreen"
"253_0115778","329_9990946",0.288284492108833,"MEgreen"
"253_0479293","329_9990946",0.273549904378448,"MEgreen"
"253_9956052","329_9990946",0.288218725142134,"MEgreen"
"260_8767598","329_9990946",0.256473571545951,"MEgreen"
"262_0118258","329_9990946",0.319446669596866,"MEgreen"
"272_9068082","329_9990946",0.280491915814697,"MEgreen"
"275_9774435","329_9990946",0.320176014678379,"MEgreen"
"281_0540306","329_9990946",0.298050665687296,"MEgreen"
"288_8716736","329_9990946",0.250299984530134,"MEgreen"
"296_0252207","329_9990946",0.255560416650159,"MEgreen"
"310_8533006","329_9990946",0.269570637883304,"MEgreen"
"320_9987095","329_9990946",0.308867325945193,"MEgreen"
"321_0351244","329_9990946",0.261850860090812,"MEgreen"
"326_0529081","329_9990946",0.254428238449929,"MEgreen"
"275_9774435","331_0505004",0.292819711139641,"MEgreen"
"320_9987095","331_0505004",0.252079498635926,"MEgreen"
"207_9899437","333_0487844",0.273943410835404,"MEgreen"
"226_000788","333_0487844",0.264833366743596,"MEgreen"
"226_9013529","333_0487844",0.262139533835784,"MEgreen"
"242_8661683","333_0487844",0.263397781572246,"MEgreen"
"253_0115778","333_0487844",0.303270732697538,"MEgreen"
"253_0479293","333_0487844",0.284096120738884,"MEgreen"
"253_9956052","333_0487844",0.298875345857295,"MEgreen"
"260_8767598","333_0487844",0.265153599051401,"MEgreen"
"262_0118258","333_0487844",0.319843743960453,"MEgreen"
"272_9068082","333_0487844",0.282435205608105,"MEgreen"
"275_9774435","333_0487844",0.303236926168478,"MEgreen"
"281_0540306","333_0487844",0.312371540841687,"MEgreen"
"288_8716736","333_0487844",0.277046970867851,"MEgreen"
"310_8533006","333_0487844",0.265539693040134,"MEgreen"
"319_9872134","333_0487844",0.255583255218111,"MEgreen"
"320_9987095","333_0487844",0.30597973658721,"MEgreen"
"329_9990946","333_0487844",0.309768587705313,"MEgreen"
"241_0617191","343_0243609",0.255794035917968,"MEgreen"
"277_9767446","343_0243609",0.270310907870967,"MEgreen"
"282_9921512","343_0243609",0.272844558120338,"MEgreen"
"323_9821448","343_0243609",0.281306003750037,"MEgreen"
"262_0118258","343_0504155",0.27092882074036,"MEgreen"
"275_9774435","343_0504155",0.272604996612683,"MEgreen"
"320_9987095","343_0504155",0.262288304909489,"MEgreen"
"329_9990946","343_0504155",0.258243984490897,"MEgreen"
"333_0487844","343_0504155",0.257146368654317,"MEgreen"
"134_0691863","349_0412803",0.257465689049432,"MEgreen"
"207_9899437","349_0412803",0.252125514771505,"MEgreen"
"226_9013529","349_0412803",0.272711487746697,"MEgreen"
"262_0118258","349_0412803",0.26751083145288,"MEgreen"
"263_9774587","349_0412803",0.273506814416643,"MEgreen"
"272_9068082","349_0412803",0.256066888809663,"MEgreen"
"275_9774435","349_0412803",0.318688942735791,"MEgreen"
"296_0252207","349_0412803",0.259760305654354,"MEgreen"
"320_8703151","349_0412803",0.264838902674106,"MEgreen"
"320_9987095","349_0412803",0.270460248890099,"MEgreen"
"321_0351244","349_0412803",0.284378304526461,"MEgreen"
"326_0529081","349_0412803",0.261574299870088,"MEgreen"
"329_9990946","349_0412803",0.270341509424565,"MEgreen"
"333_0487844","349_0412803",0.258092501354054,"MEgreen"
"242_8661683","356_8589166",0.258189693975286,"MEgreen"
"253_0115778","356_8589166",0.277520089034615,"MEgreen"
"253_9956052","356_8589166",0.274392645288515,"MEgreen"
"260_8767598","356_8589166",0.255978034665203,"MEgreen"
"262_0118258","356_8589166",0.309099883184349,"MEgreen"
"272_9068082","356_8589166",0.250795633418502,"MEgreen"
"275_9774435","356_8589166",0.283081215317471,"MEgreen"
"281_0540306","356_8589166",0.271615204650081,"MEgreen"
"282_9921512","356_8589166",0.256424076600162,"MEgreen"
"288_8716736","356_8589166",0.267600093015799,"MEgreen"
"310_8533006","356_8589166",0.250700019298314,"MEgreen"
"320_9987095","356_8589166",0.288584695361578,"MEgreen"
"329_9990946","356_8589166",0.284000902519886,"MEgreen"
"333_0487844","356_8589166",0.30175154705872,"MEgreen"
"253_0115778","366_8669117",0.262607690381624,"MEgreen"
"262_0118258","366_8669117",0.284087659577846,"MEgreen"
"275_9774435","366_8669117",0.250974324109029,"MEgreen"
"277_9767446","366_8669117",0.258030639217453,"MEgreen"
"281_0540306","366_8669117",0.251461527221774,"MEgreen"
"282_9921512","366_8669117",0.263005315352258,"MEgreen"
"288_8716736","366_8669117",0.253272756199324,"MEgreen"
"320_9987095","366_8669117",0.269057791654638,"MEgreen"
"329_9990946","366_8669117",0.259881460054697,"MEgreen"
"333_0487844","366_8669117",0.276313706794727,"MEgreen"
"356_8589166","366_8669117",0.26401639464302,"MEgreen"
"277_9767446","402_8345594",0.251208542183947,"MEgreen"
"242_8661683","411_0116247",0.258598865853282,"MEgreen"
"253_0115778","411_0116247",0.286373420301929,"MEgreen"
"253_0479293","411_0116247",0.265246100269746,"MEgreen"
"253_9956052","411_0116247",0.275322604549064,"MEgreen"
"260_8767598","411_0116247",0.258133252302762,"MEgreen"
"262_0118258","411_0116247",0.30065339104836,"MEgreen"
"272_0214034","411_0116247",0.250503464173136,"MEgreen"
"275_9774435","411_0116247",0.26468602835862,"MEgreen"
"277_9767446","411_0116247",0.257368702119374,"MEgreen"
"281_0540306","411_0116247",0.287455023265164,"MEgreen"
"282_9921512","411_0116247",0.274714603443292,"MEgreen"
"288_8716736","411_0116247",0.281374735841085,"MEgreen"
"311_0670796","411_0116247",0.256468866517602,"MEgreen"
"319_9872134","411_0116247",0.26093790474474,"MEgreen"
"320_9987095","411_0116247",0.281682488489076,"MEgreen"
"329_9990946","411_0116247",0.276962237256104,"MEgreen"
"333_0487844","411_0116247",0.294087139713304,"MEgreen"
"356_8589166","411_0116247",0.289465660183072,"MEgreen"
"366_8669117","411_0116247",0.277785989638648,"MEgreen"
"253_0115778","411_037742",0.257459445157098,"MEgreen"
"253_9956052","411_037742",0.254292818587062,"MEgreen"
"262_0118258","411_037742",0.2898078097818,"MEgreen"
"275_9774435","411_037742",0.297205195581559,"MEgreen"
"320_9987095","411_037742",0.283317356602816,"MEgreen"
